,PLAYER_ID,def_2 Pointers_freq,def_3 Pointers_freq,def_Greater_Than_15_Ft_freq,def_Less_Than_10_Ft_freq,def_Less_Than_6_Ft_freq,def_2 Pointers_dfgm,def_3 Pointers_dfgm,def_Greater_Than_15_Ft_dfgm,def_Less_Than_10_Ft_dfgm,def_Less_Than_6_Ft_dfgm,def_2 Pointers_dfga,def_3 Pointers_dfga,def_Greater_Than_15_Ft_dfga,def_Less_Than_10_Ft_dfga,def_Less_Than_6_Ft_dfga,def_2 Pointers_plus_minus,def_3 Pointers_plus_minus,def_Greater_Than_15_Ft_plus_minus,def_Less_Than_10_Ft_plus_minus,def_Less_Than_6_Ft_plus_minus,Player,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area,Pos,3P%,2P%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
51,201939,0.59,0.41,0.56,0.355,0.24,2.75,1.27,1.75,2.0,1.57,5.02,3.49,4.76,3.02,2.04,0.052000000000000005,0.005,-0.005,0.114,0.166,Stephen Curry,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,12.0,PG,0.245,0.636,0.8,4.4,6.6,1.0,0.4,3.2,2.2,20.8
52,201942,0.633,0.3670000000000001,0.545,0.338,0.238,2.21,1.05,1.53,1.39,1.15,4.61,2.68,3.98,2.46,1.74,-0.022,0.026,0.005,0.001,0.043,DeMar DeRozan,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,4.0,8.0,2.0,30.0,15.0,16.0,13.0,1.0,37.0,60.0,94.0,203.0,SF,0.267,0.535,0.6,5.0,5.6,1.0,0.2,2.4,2.7,22.2
53,201949,0.632,0.368,0.501,0.431,0.314,3.14,1.24,1.85,2.21,1.83,6.15,3.58,4.87,4.2,3.06,-0.006,-0.015,0.003,-0.042,-0.022,James Johnson,4.0,1.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,62.0,PF,0.363,0.565,0.8,2.9,2.3,0.8,1.0,1.5,2.5,8.4
54,201950,0.544,0.456,0.64,0.281,0.215,3.79,2.28,3.31,2.34,2.05,7.74,6.48,9.1,4.0,3.06,-0.014,-0.012,-0.011,0.023,0.058,Jrue Holiday,11.0,9.0,40.0,33.0,19.0,2.0,1.0,2.0,0.0,22.0,0.0,7.0,4.0,0.0,3.0,0.0,1.0,19.0,51.0,216.0,SG,0.35700000000000004,0.502,1.3,3.6,6.9,1.7,0.8,2.9,2.3,19.6
55,201952,0.563,0.4370000000000001,0.596,0.313,0.236,2.91,1.53,2.24,1.84,1.56,5.34,4.14,5.66,2.97,2.24,0.047,0.011,0.023,0.066,0.087,Jeff Teague,1.0,4.0,17.0,6.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,16.0,47.0,94.0,PG,0.368,0.457,0.5,1.9,5.2,0.7,0.3,2.0,1.8,10.9
56,201959,0.649,0.35100000000000003,0.507,0.435,0.35,4.24,1.7,2.45,3.22,2.76,8.27,4.48,6.46,5.55,4.46,-0.004,0.019,0.008,0.008,-0.002,Taj Gibson,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,11.0,7.0,12.0,120.0,C,0.28600000000000003,0.599,1.8,2.5,0.8,0.4,0.5,0.8,2.0,6.1
57,201960,0.7170000000000001,0.28300000000000003,0.439,0.478,0.395,4.18,1.21,1.97,3.07,2.72,8.13,3.21,4.97,5.42,4.48,0.002,0.01,0.018000000000000002,-0.006,-0.023,DeMarre Carroll,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,8.0,SF,0.259,0.519,0.5,1.7,0.9,0.2,0.2,0.8,1.3,3.5
58,201961,0.55,0.45,0.588,0.316,0.213,1.93,1.27,1.64,1.23,0.93,3.83,3.13,4.09,2.2,1.48,0.003,0.039,0.023,-0.005,0.008,Wayne Ellington,3.0,7.0,17.0,15.0,7.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,SG,0.35,0.355,0.1,1.7,1.2,0.4,0.1,0.5,1.1,5.1
59,201976,0.579,0.421,0.632,0.237,0.175,3.45,1.73,3.0,1.36,1.09,6.0,4.36,6.55,2.45,1.82,0.08900000000000001,0.053,0.084,0.011,-0.005,Patrick Beverley,14.0,13.0,23.0,20.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,19.0,41.0,PG,0.379,0.504,1.2,4.2,3.7,1.1,0.5,1.3,3.1,7.9
60,201980,0.6709999999999999,0.329,0.473,0.435,0.321,3.79,1.23,1.84,2.79,2.29,7.39,3.61,5.2,4.79,3.53,0.002,-0.024,-0.023,0.014,0.025,Danny Green,27.0,24.0,19.0,35.0,6.0,1.0,0.0,2.0,3.0,13.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,5.0,9.0,41.0,SG,0.37799999999999995,0.516,0.7,2.7,1.4,1.2,0.5,0.9,2.1,8.2
61,201988,0.595,0.405,0.602,0.29,0.19,2.18,0.98,1.61,1.2,0.85,4.05,2.76,4.1,1.98,1.29,0.041,-0.004,0.022,0.04,0.038,Patty Mills,25.0,12.0,43.0,33.0,35.0,0.0,0.0,1.0,2.0,25.0,0.0,4.0,1.0,0.0,3.0,1.0,19.0,5.0,4.0,53.0,PG,0.38,0.529,0.3,1.3,1.8,0.8,0.1,0.8,1.6,11.7
62,202066,0.519,0.481,0.617,0.337,0.25,2.06,1.54,1.97,1.46,1.26,4.15,3.85,4.94,2.69,2.0,-0.008,0.035,0.027000000000000003,-0.017,0.019,Garrett Temple,25.0,15.0,32.0,29.0,10.0,1.0,0.0,0.0,1.0,19.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,6.0,59.0,SG,0.324,0.483,0.5,2.9,2.6,0.8,0.5,1.0,1.7,10.3
63,202083,0.5670000000000001,0.433,0.639,0.248,0.15,2.55,1.26,2.0,1.29,0.98,4.94,3.77,5.56,2.16,1.31,0.011,-0.032,-0.018000000000000002,0.027000000000000003,0.129,Wesley Matthews,17.0,15.0,28.0,24.0,17.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,8.0,39.0,SG,0.365,0.46799999999999997,0.3,2.2,1.5,0.6,0.1,0.7,1.5,7.5
64,202323,0.624,0.376,0.56,0.326,0.228,2.59,1.14,1.9,1.5,1.1,5.35,3.22,4.79,2.79,1.95,-0.02,-0.012,0.019,-0.024,-0.045,Evan Turner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,11.0,PG,0.0,0.40299999999999997,0.4,1.6,2.0,0.5,0.4,1.4,1.1,3.3
65,202324,0.779,0.221,0.373,0.5479999999999999,0.4370000000000001,4.32,0.96,1.61,3.27,2.73,9.35,2.65,4.48,6.57,5.25,-0.056,0.002,-0.013,-0.07200000000000001,-0.104,Derrick Favors,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,7.0,10.0,163.0,C,0.14300000000000002,0.631,3.3,6.6,1.7,0.6,1.0,1.1,2.2,9.2
66,202329,0.6890000000000001,0.311,0.457,0.475,0.361,3.99,1.25,2.03,2.88,2.34,8.03,3.62,5.32,5.53,4.21,-0.029,-0.018000000000000002,0.006,-0.059,-0.07400000000000001,AlFarouq Aminu,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,PF,0.25,0.32,1.3,3.5,1.2,1.0,0.4,0.9,1.5,4.3
67,202330,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.527,0.0,0.0,0.455,0.368,Gordon Hayward,8.0,9.0,21.0,18.0,18.0,0.0,0.0,0.0,1.0,17.0,2.0,11.0,10.0,5.0,6.0,1.0,16.0,31.0,29.0,111.0,SF,0.392,0.5529999999999999,1.0,5.5,4.1,0.8,0.4,1.8,1.8,17.3
68,202331,0.5820000000000001,0.418,0.534,0.4,0.324,4.04,2.03,2.55,3.18,2.78,7.15,5.13,6.56,4.91,3.97,0.046,0.028,0.01,0.07200000000000001,0.07,Paul George,16.0,16.0,30.0,42.0,29.0,0.0,0.0,3.0,2.0,18.0,1.0,3.0,10.0,1.0,8.0,0.0,16.0,11.0,24.0,71.0,SF,0.39899999999999997,0.46299999999999997,0.5,5.2,3.9,1.3,0.5,2.7,2.4,21.0
69,202334,0.843,0.157,0.274,0.6609999999999999,0.509,3.38,0.51,0.88,2.78,2.3,6.82,1.27,2.22,5.35,4.12,-0.029,0.043,0.023,-0.049,-0.06,Ed Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,C,0.0,0.41200000000000003,1.2,2.6,0.3,0.4,0.4,0.5,2.2,1.3
70,202335,0.708,0.292,0.438,0.489,0.361,2.09,0.64,1.04,1.58,1.32,4.1,1.69,2.54,2.83,2.09,-0.004,0.018000000000000002,0.04,-0.006999999999999999,0.016,Patrick Patterson,12.0,11.0,8.0,17.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,PF,0.387,0.457,0.6,1.8,0.6,0.1,0.1,0.4,0.8,4.6
71,202339,0.579,0.421,0.555,0.361,0.281,2.82,1.7,2.11,2.08,1.77,5.86,4.26,5.62,3.66,2.85,-0.017,0.037000000000000005,0.0,0.016,0.014,Eric Bledsoe,2.0,5.0,16.0,36.0,11.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,4.0,4.0,3.0,2.0,5.0,21.0,27.0,176.0,PG,0.348,0.54,0.7,3.9,5.4,0.9,0.4,2.5,2.1,15.4
72,202340,0.529,0.471,0.627,0.293,0.21,2.54,1.63,2.2,1.63,1.39,4.72,4.2,5.59,2.61,1.87,0.029,0.024,0.013,0.056,0.125,Avery Bradley,21.0,9.0,16.0,13.0,4.0,0.0,0.0,1.0,2.0,14.0,1.0,3.0,2.0,4.0,5.0,1.0,17.0,10.0,7.0,47.0,SG,0.364,0.51,0.4,2.0,1.3,0.9,0.1,1.0,2.2,8.6
73,202355,0.875,0.125,0.229,0.7090000000000001,0.5479999999999999,4.46,0.57,1.11,3.7,3.15,9.35,1.33,2.44,7.57,5.85,-0.051,0.075,0.08199999999999999,-0.08800000000000001,-0.08900000000000001,Hassan Whiteside,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,6.0,0.0,5.0,1.0,9.0,17.0,67.0,297.0,C,0.5710000000000001,0.619,4.0,10.2,1.2,0.4,3.1,1.9,2.9,16.3
74,202357,0.6759999999999999,0.324,0.443,0.496,0.403,2.94,0.91,1.3,2.39,2.13,5.76,2.76,3.78,4.22,3.43,-0.002,-0.037000000000000005,-0.031,0.006,0.014,Nemanja Bjelica,13.0,13.0,45.0,27.0,20.0,7.0,0.0,2.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,40.0,107.0,PF,0.424,0.524,1.7,4.8,2.8,0.8,0.5,1.4,3.0,11.9
75,202397,0.591,0.409,0.568,0.326,0.228,2.63,1.27,1.75,1.75,1.31,5.37,3.72,5.16,2.96,2.07,-0.006999999999999999,-0.018000000000000002,-0.033,0.035,0.024,Ish Smith,5.0,11.0,11.0,20.0,8.0,0.0,0.0,1.0,3.0,12.0,1.0,3.0,9.0,6.0,11.0,0.0,16.0,27.0,23.0,99.0,PG,0.3670000000000001,0.48,0.5,2.7,4.8,0.9,0.4,1.3,1.4,10.5
76,202681,0.648,0.35200000000000004,0.519,0.368,0.274,3.31,1.18,1.8,2.2,1.89,6.05,3.29,4.85,3.44,2.56,0.046,-0.008,-0.006999999999999999,0.08199999999999999,0.132,Kyrie Irving,3.0,5.0,12.0,22.0,13.0,1.0,0.0,0.0,2.0,7.0,0.0,6.0,5.0,2.0,6.0,0.0,9.0,25.0,21.0,62.0,PG,0.39399999999999996,0.522,1.1,4.1,6.4,1.4,0.5,2.6,2.7,27.4
77,202683,0.838,0.162,0.307,0.609,0.454,5.51,0.89,1.74,4.1,3.37,10.31,2.0,3.79,7.5,5.59,0.016,0.08199999999999999,0.083,-0.023,-0.018000000000000002,Enes Kanter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,22.0,146.0,C,0.14300000000000002,0.5760000000000001,2.8,5.0,1.0,0.4,0.7,1.0,1.7,8.2
78,202684,0.736,0.264,0.431,0.475,0.374,4.15,1.09,1.87,2.92,2.55,7.57,2.72,4.43,4.89,3.85,0.037000000000000005,0.036000000000000004,0.045,0.037000000000000005,0.046,Tristan Thompson,0.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,6.0,76.0,188.0,C,0.391,0.518,4.0,6.2,2.1,0.6,0.9,1.8,2.2,12.0
79,202687,0.8370000000000001,0.163,0.266,0.67,0.5329999999999999,3.39,0.51,0.93,2.78,2.41,6.9,1.34,2.2,5.52,4.39,-0.024,0.013,0.042,-0.059,-0.062,Bismack Biyombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,18.0,128.0,C,0.0,0.5429999999999999,2.3,3.5,0.9,0.2,0.9,0.9,2.2,7.4
80,202689,0.604,0.396,0.585,0.282,0.18,4.01,1.89,2.98,2.13,1.66,8.21,5.38,7.95,3.84,2.45,-0.004,-0.011,-0.004,0.001,0.067,Kemba Walker,4.0,2.0,46.0,59.0,53.0,1.0,0.0,0.0,0.0,16.0,1.0,3.0,6.0,0.0,13.0,2.0,12.0,14.0,16.0,111.0,PG,0.377,0.47,0.7,3.4,4.9,0.9,0.5,2.1,1.5,21.2
81,202692,0.595,0.405,0.542,0.39,0.33,1.42,0.74,1.08,0.95,0.89,2.53,1.73,2.31,1.66,1.4,0.062,0.066,0.093,0.018000000000000002,0.028,Alec Burks,14.0,8.0,27.0,28.0,21.0,2.0,0.0,2.0,4.0,19.0,2.0,6.0,9.0,4.0,4.0,1.0,10.0,18.0,23.0,89.0,SG,0.366,0.428,0.7,3.7,2.9,1.0,0.3,1.4,2.0,15.1
82,202693,0.675,0.325,0.463,0.481,0.374,3.56,1.12,1.59,2.89,2.34,6.82,3.29,4.68,4.86,3.78,0.003,-0.024,-0.034,0.024,-0.004,Markieff Morris,15.0,9.0,25.0,23.0,8.0,0.0,0.0,4.0,3.0,13.0,0.0,6.0,6.0,0.0,5.0,0.0,1.0,2.0,19.0,63.0,PF,0.386,0.502,0.7,3.2,1.4,0.5,0.3,1.4,2.3,10.1
83,202695,0.597,0.403,0.522,0.448,0.373,2.22,0.67,0.89,1.89,1.44,4.44,3.0,3.89,3.33,2.78,-0.008,-0.142,-0.153,0.01,-0.087,Kawhi Leonard,5.0,4.0,23.0,39.0,33.0,2.0,0.0,3.0,10.0,13.0,1.0,17.0,24.0,14.0,18.0,2.0,21.0,70.0,52.0,129.0,SF,0.366,0.51,1.0,6.3,5.0,1.8,0.6,2.7,1.9,26.9
84,202696,0.821,0.179,0.299,0.623,0.48,6.65,0.93,1.68,5.32,4.4,11.91,2.6,4.33,9.04,6.96,0.035,0.008,0.015,0.02,0.014,Nikola Vucevic,3.0,3.0,29.0,12.0,35.0,0.0,0.0,2.0,4.0,16.0,4.0,11.0,10.0,4.0,4.0,0.0,10.0,32.0,86.0,174.0,C,0.32899999999999996,0.523,2.4,8.6,3.7,0.9,0.9,1.4,2.2,19.5
85,202697,0.5429999999999999,0.457,0.598,0.391,0.337,2.21,1.14,1.71,1.64,1.64,3.57,3.0,3.93,2.57,2.21,0.117,0.018000000000000002,0.064,0.08800000000000001,0.141,Iman Shumpert,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,7.0,SG,0.242,0.419,0.7,1.9,0.9,0.9,0.2,0.8,1.6,4.2
86,202699,0.64,0.36,0.479,0.446,0.344,4.82,1.85,2.47,3.78,3.11,9.01,5.06,6.75,6.28,4.84,0.016,0.006,-0.006999999999999999,0.028,0.018000000000000002,Tobias Harris,15.0,13.0,37.0,28.0,23.0,1.0,0.0,3.0,0.0,24.0,0.0,11.0,12.0,10.0,8.0,0.0,15.0,52.0,85.0,174.0,PF,0.36200000000000004,0.521,0.8,5.9,3.2,0.8,0.5,1.5,2.3,19.4
87,202704,0.545,0.455,0.6459999999999999,0.265,0.182,2.58,1.56,2.38,1.44,1.09,4.8,4.0,5.69,2.33,1.6,0.033,0.02,0.042,0.052000000000000005,0.058,Reggie Jackson,5.0,3.0,14.0,15.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,7.0,18.0,32.0,PG,0.39799999999999996,0.431,0.7,2.3,4.4,0.4,0.2,1.7,1.7,12.8
88,202709,0.557,0.443,0.615,0.311,0.21600000000000005,2.87,1.49,2.24,1.76,1.32,5.35,4.26,5.91,2.99,2.07,0.042,-0.012,0.003,0.041,0.031,Cory Joseph,10.0,4.0,17.0,11.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,3.0,4.0,0.0,0.0,10.0,13.0,23.0,44.0,PG,0.35100000000000003,0.46,0.6,2.0,3.4,0.7,0.3,1.0,1.9,6.3
89,202710,0.593,0.407,0.536,0.388,0.319,3.22,1.49,1.98,2.39,2.15,6.34,4.36,5.73,4.15,3.41,-0.002,-0.016,-0.025,0.01,0.017,Jimmy Butler,2.0,4.0,7.0,15.0,1.0,0.0,0.0,3.0,6.0,6.0,1.0,7.0,16.0,2.0,4.0,0.0,6.0,17.0,60.0,174.0,SF,0.248,0.494,1.8,4.8,6.1,1.7,0.5,2.2,1.4,20.2
90,202711,0.602,0.398,0.585,0.342,0.239,3.0,1.34,1.99,2.06,1.62,5.54,3.67,5.39,3.15,2.2,0.033,0.009000000000000001,-0.002,0.08800000000000001,0.115,Bojan Bogdanovic,29.0,39.0,45.0,46.0,28.0,1.0,0.0,2.0,2.0,16.0,0.0,2.0,6.0,1.0,1.0,0.0,3.0,22.0,49.0,141.0,SF,0.414,0.479,0.6,3.5,2.1,0.5,0.1,2.5,1.7,20.2
91,202718,0.614,0.386,0.527,0.364,0.266,1.79,0.91,1.26,1.24,1.09,3.32,2.09,2.85,1.97,1.44,0.035,0.064,0.068,0.071,0.14400000000000002,Chandler Parsons,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,0.28600000000000003,0.25,0.2,1.2,0.6,0.8,0.2,0.6,0.6,2.8
92,202734,0.667,0.333,0.523,0.374,0.282,3.6,1.29,2.06,2.35,1.91,6.61,3.3,5.18,3.71,2.79,0.042,0.028,0.021,0.069,0.069,ETwaun Moore,10.0,10.0,25.0,12.0,3.0,0.0,0.0,1.0,1.0,14.0,0.0,4.0,2.0,0.0,2.0,0.0,3.0,9.0,41.0,46.0,SG,0.375,0.456,0.6,1.8,1.4,0.5,0.2,0.7,1.5,8.6
93,202738,0.603,0.397,0.574,0.333,0.202,2.68,1.23,1.71,2.0,1.42,5.48,3.61,5.23,3.03,1.84,-0.015,-0.028,-0.056,0.097,0.156,Isaiah Thomas,3.0,5.0,19.0,36.0,14.0,1.0,0.0,2.0,5.0,10.0,1.0,4.0,3.0,3.0,12.0,0.0,11.0,19.0,15.0,20.0,PG,0.413,0.405,0.3,1.4,3.7,0.3,0.2,1.9,1.9,12.2
94,203076,0.6970000000000001,0.303,0.447,0.491,0.395,4.92,1.6,2.37,3.83,3.33,11.47,4.99,7.35,8.08,6.49,-0.087,-0.041,-0.052000000000000005,-0.096,-0.107,Anthony Davis,15.0,2.0,18.0,15.0,15.0,0.0,0.0,6.0,1.0,16.0,2.0,23.0,10.0,16.0,1.0,2.0,14.0,28.0,51.0,280.0,PF,0.335,0.5539999999999999,2.3,7.1,3.1,1.5,2.4,2.5,2.5,26.7
95,203077,0.6409999999999999,0.359,0.529,0.388,0.306,3.43,1.64,2.35,2.27,1.96,6.96,3.91,5.74,4.22,3.32,-0.018000000000000002,0.055,0.031,-0.034,-0.038,Michael KiddGilchrist,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,SF,0.25,0.35,0.6,2.0,0.6,0.1,0.2,0.6,1.5,2.5
96,203078,0.55,0.45,0.596,0.336,0.266,3.41,1.83,2.54,2.44,2.13,6.37,5.21,6.9,3.89,3.07,0.035,-0.01,-0.006,0.063,0.076,Bradley Beal,14.0,5.0,66.0,51.0,33.0,1.0,0.0,6.0,4.0,42.0,1.0,12.0,17.0,12.0,8.0,1.0,35.0,42.0,44.0,236.0,SG,0.353,0.515,0.9,3.3,6.1,1.2,0.4,3.4,2.2,30.5
97,203079,0.653,0.34700000000000003,0.506,0.422,0.299,3.79,1.34,2.1,2.79,2.17,6.93,3.69,5.38,4.48,3.17,0.049,-0.009000000000000001,0.008,0.063,0.071,Dion Waiters,1.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,0.47100000000000003,0.222,0.0,3.7,1.0,0.0,0.7,1.0,1.7,9.3
98,203081,0.601,0.399,0.598,0.269,0.191,2.81,1.48,2.21,1.49,1.22,6.19,4.11,6.16,2.77,1.97,-0.034,0.002,-0.012,-0.013,0.01,Damian Lillard,3.0,6.0,73.0,67.0,30.0,44.0,3.0,6.0,7.0,41.0,2.0,9.0,5.0,2.0,8.0,0.0,6.0,12.0,18.0,218.0,PG,0.39399999999999996,0.518,0.5,3.8,7.8,1.0,0.4,2.9,1.7,28.9
99,203082,0.632,0.368,0.525,0.412,0.333,2.58,1.0,1.58,1.96,1.71,5.38,3.13,4.46,3.5,2.83,-0.015,-0.054000000000000006,-0.022,0.003,-0.001,Terrence Ross,12.0,5.0,48.0,59.0,35.0,2.0,0.0,3.0,1.0,19.0,2.0,3.0,2.0,3.0,8.0,2.0,27.0,21.0,16.0,57.0,SG,0.35700000000000004,0.47700000000000004,0.2,3.0,1.2,1.1,0.3,1.0,1.5,14.8
100,203083,0.8240000000000001,0.17600000000000002,0.293,0.647,0.507,5.27,0.9,1.49,4.45,3.74,10.41,2.22,3.71,8.17,6.4,-0.022,0.049,0.025,-0.028,-0.037000000000000005,Andre Drummond,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,65.0,339.0,C,0.14300000000000002,0.551,4.4,10.8,2.7,1.9,1.6,3.6,3.5,17.7
101,203084,0.625,0.375,0.519,0.394,0.265,3.36,1.38,1.94,2.38,1.87,6.68,4.0,5.55,4.21,2.83,-0.012,-0.008,-0.014,-0.008,0.039,Harrison Barnes,19.0,14.0,25.0,15.0,19.0,0.0,1.0,0.0,0.0,16.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,52.0,159.0,PF,0.38299999999999995,0.498,1.0,3.8,2.4,0.6,0.2,1.3,1.3,14.7
102,203085,0.622,0.378,0.5429999999999999,0.355,0.257,3.2,1.35,2.05,2.07,1.65,6.1,3.7,5.32,3.48,2.52,0.019,0.0,0.011,0.023,0.029,Austin Rivers,18.0,7.0,31.0,20.0,6.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,17.0,76.0,SG,0.358,0.495,0.4,2.0,1.6,0.7,0.2,0.6,1.9,8.5
103,203086,0.737,0.263,0.374,0.556,0.455,1.63,0.44,0.74,1.19,0.93,2.7,0.96,1.37,2.04,1.67,0.076,0.108,0.163,0.017,-0.045,Meyers Leonard,4.0,4.0,12.0,10.0,18.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,49.0,C,0.429,0.625,0.6,4.5,1.1,0.3,0.3,0.7,2.1,6.1
104,203087,0.53,0.47,0.647,0.29600000000000004,0.215,2.34,1.53,1.98,1.68,1.38,4.65,4.13,5.68,2.6,1.89,0.008,0.006999999999999999,-0.023,0.087,0.114,Jeremy Lamb,4.0,6.0,21.0,16.0,6.0,0.0,0.0,2.0,1.0,14.0,1.0,15.0,8.0,10.0,3.0,0.0,10.0,18.0,20.0,64.0,SG,0.335,0.508,0.5,3.8,2.1,1.2,0.5,1.1,2.3,12.5
105,203089,0.836,0.16399999999999998,0.297,0.615,0.513,4.95,0.73,1.29,3.96,3.48,9.93,1.95,3.53,7.31,6.09,-0.018000000000000002,0.018000000000000002,-0.006999999999999999,-0.023,-0.046,John Henson,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,65.0,PF,0.222,0.644,1.2,2.9,1.4,0.6,1.1,0.9,2.0,5.5
106,203090,0.604,0.396,0.5579999999999999,0.371,0.253,2.03,0.91,1.53,1.16,0.93,4.24,2.78,3.91,2.6,1.78,-0.026,-0.037000000000000005,0.016,-0.127,-0.101,Maurice Harkless,13.0,7.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,102.0,SF,0.34700000000000003,0.584,0.9,3.0,1.1,0.9,0.5,0.9,2.4,5.8
107,203095,0.623,0.377,0.514,0.407,0.309,3.33,1.3,1.95,2.4,2.02,5.91,3.58,4.88,3.86,2.93,0.054000000000000006,-0.002,0.025,0.056,0.071,Evan Fournier,28.0,5.0,48.0,33.0,51.0,1.0,0.0,5.0,3.0,27.0,1.0,7.0,4.0,4.0,8.0,4.0,15.0,30.0,32.0,121.0,SG,0.406,0.525,0.3,2.3,3.2,1.1,0.2,2.0,2.4,18.8
108,203109,0.61,0.39,0.521,0.409,0.304,2.89,1.46,1.94,2.1,1.79,5.64,3.6,4.81,3.78,2.81,0.006999999999999999,0.042,0.029,-0.011,0.015,Jae Crowder,14.0,13.0,31.0,26.0,29.0,0.0,0.0,2.0,2.0,12.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,67.0,SF,0.318,0.532,0.8,5.3,2.6,1.2,0.4,1.1,2.2,10.4
109,203110,0.677,0.32299999999999995,0.46,0.467,0.371,4.49,1.56,2.24,3.4,2.86,9.54,4.56,6.49,6.59,5.23,-0.044,-0.015,-0.025,-0.05,-0.07,Draymond Green,1.0,3.0,8.0,11.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,10.0,11.0,55.0,PF,0.27899999999999997,0.465,0.5,5.7,6.2,1.4,0.8,2.3,2.6,8.0
