PLAYER_ID,def_2 Pointers_freq,def_3 Pointers_freq,def_Greater_Than_15_Ft_freq,def_Less_Than_10_Ft_freq,def_Less_Than_6_Ft_freq,def_2 Pointers_dfgm,def_3 Pointers_dfgm,def_Greater_Than_15_Ft_dfgm,def_Less_Than_10_Ft_dfgm,def_Less_Than_6_Ft_dfgm,def_2 Pointers_dfga,def_3 Pointers_dfga,def_Greater_Than_15_Ft_dfga,def_Less_Than_10_Ft_dfga,def_Less_Than_6_Ft_dfga,def_2 Pointers_plus_minus,def_3 Pointers_plus_minus,def_Greater_Than_15_Ft_plus_minus,def_Less_Than_10_Ft_plus_minus,def_Less_Than_6_Ft_plus_minus
101162,0.8240000000000001,0.17600000000000002,0.304,0.615,0.47100000000000003,5.26,0.83,1.44,4.27,3.54,10.4,2.22,3.84,7.77,5.94,-0.017,0.01,-0.003,-0.021,-0.027000000000000003
101181,0.623,0.377,0.5489999999999999,0.401,0.276,2.12,0.92,1.35,1.61,1.22,4.12,2.49,3.63,2.65,1.82,0.027999999999999997,0.018000000000000002,0.004,0.073,0.077
200746,0.755,0.245,0.431,0.488,0.345,4.64,1.26,2.23,3.08,2.42,10.18,3.3,5.81,6.58,4.65,-0.064,0.02,0.01,-0.10099999999999999,-0.099
200752,0.633,0.36700000000000005,0.503,0.43799999999999994,0.33899999999999997,2.37,1.09,1.49,1.79,1.46,5.14,2.98,4.09,3.56,2.75,-0.044000000000000004,0.001,-0.005,-0.063,-0.084
200755,0.586,0.414,0.599,0.287,0.185,2.3,1.17,1.72,1.39,1.04,4.59,3.25,4.7,2.25,1.45,0.003,-0.001,-0.011000000000000001,0.061,0.102
200757,0.612,0.38799999999999996,0.519,0.395,0.285,2.47,1.11,1.37,1.89,1.47,4.68,2.97,3.97,3.03,2.18,0.01,0.013999999999999999,-0.027999999999999997,0.045,0.04
200765,0.5660000000000001,0.434,0.597,0.315,0.23199999999999998,2.38,1.11,1.66,1.52,1.22,4.08,3.13,4.3,2.27,1.67,0.08800000000000001,-0.003,0.013999999999999999,0.111,0.12300000000000001
200768,0.636,0.364,0.535,0.345,0.261,3.39,1.31,2.09,2.08,1.73,6.94,3.97,5.83,3.77,2.84,-0.006,-0.035,-0.019,-0.002,0.001
200782,0.638,0.36200000000000004,0.49200000000000005,0.436,0.34299999999999997,3.56,1.27,1.78,2.7,2.28,6.2,3.51,4.78,4.23,3.33,0.065,0.003,0.004,0.071,0.066
200794,0.7090000000000001,0.29100000000000004,0.419,0.509,0.41100000000000003,4.59,1.51,2.22,3.43,2.78,10.05,4.14,5.95,7.22,5.84,-0.061,0.004,0.0,-0.09699999999999999,-0.14400000000000002
