,Player,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area,Pos,3P%,2P%,TRB,AST,STL,BLK,TOV,PF,PTS
0,AC Green,920.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,12.0,5.0,0.0,7.0,8.0,9.0,6.0,0.0,15.0,11.0,12.0,74.0,PF,0.125,0.451,4.85,0.75,0.5,0.15000000000000002,0.55,1.5,4.75
1,AJ Bramlett,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,C,0.0,0.19,2.8,0.0,0.1,0.0,0.4,1.6,1.0
2,AJ Guyton,2062.0,6.0,7.0,18.0,32.0,9.0,0.0,0.0,9.0,5.0,20.0,2.0,3.0,5.0,5.0,4.0,2.0,7.0,4.0,8.0,24.0,PG,0.255,0.254,0.7000000000000001,1.5666666666666664,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.5333333333333333,3.8
3,AJ Hammons,1627773.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,C,0.5,0.375,1.6,0.2,0.0,0.6,0.5,1.0,2.2
4,AJ Price,201985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,PG,0.2428888888888889,0.44466666666666665,1.2666666666666666,1.9,0.3666666666666667,0.022222222222222227,0.6999999999999998,0.7666666666666668,5.088888888888889
5,Aaron Brooks,201166.0,5.0,14.0,53.0,67.0,47.0,1.0,0.0,4.0,2.0,25.0,1.0,20.0,20.0,6.0,1.0,1.0,15.0,16.0,70.0,181.0,PG,0.3545,0.4376875,1.5125000000000004,2.86875,0.5375,0.14375000000000004,1.4500000000000002,1.7812499999999998,8.643749999999999
6,Aaron Gordon,203932.0,64.0,60.0,127.0,93.0,89.0,3.0,0.0,21.0,19.0,63.0,3.0,47.0,25.0,24.0,20.0,4.0,49.0,81.0,102.0,1060.0,PF,0.3068333333333333,0.5078333333333334,6.3500000000000005,2.3166666666666664,0.7666666666666667,0.6333333333333333,1.3666666666666665,2.016666666666667,12.516666666666667
7,Aaron Gray,201189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,70.0,C,0.0,0.5105454545454545,3.363636363636364,0.6454545454545454,0.2545454545454545,0.2272727272727273,0.7545454545454544,1.9272727272727272,2.8818181818181823
8,Aaron Harrison,1626151.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,SG,0.16966666666666666,0.20233333333333334,1.3333333333333333,0.6333333333333333,0.43333333333333335,0.06666666666666668,0.16666666666666666,1.3,2.6
9,Aaron Holiday,1628988.0,7.0,13.0,38.0,38.0,26.0,1.0,0.0,0.0,0.0,26.0,2.0,3.0,3.0,4.0,4.0,0.0,20.0,13.0,28.0,98.0,PG,0.3665,0.4375,1.7999999999999998,2.5,0.6000000000000001,0.25,1.05,1.6,7.65
10,Aaron Jackson,1628935.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PG,0.25,0.4,3.0,1.0,0.0,0.0,1.0,4.0,8.0
11,Aaron McKie,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,SG,0.309,0.474125,3.075,2.6625,1.0125000000000002,0.1625,1.275,1.7375,6.8625
12,Aaron Miles,101223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,PG,0.0,0.333,0.7,1.3,0.2,0.1,0.6,0.7,0.8
13,Aaron Williams,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,8.0,56.0,C,0.0555,0.498076923076923,3.2923076923076926,0.5384615384615385,0.3384615384615385,0.5615384615384615,0.7461538461538461,2.3538461538461544,4.5538461538461545
14,Abdel Nader,1627846.0,4.0,5.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,SF,0.3483333333333333,0.4546666666666667,1.7666666666666666,0.5,0.3333333333333333,0.26666666666666666,0.6333333333333334,1.1333333333333333,4.333333333333333
15,Acie Law,201151.0,5.0,5.0,0.0,1.0,3.0,1.0,0.0,3.0,5.0,4.0,0.0,2.0,4.0,1.0,2.0,1.0,10.0,4.0,10.0,83.0,PG,0.20688888888888887,0.4626666666666667,0.8888888888888888,1.3666666666666665,0.4888888888888889,0.022222222222222227,0.7111111111111111,0.8999999999999999,3.9222222222222216
16,Adam Harrington,2492.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SG,0.3513333333333333,0.2693333333333333,0.5333333333333333,0.8333333333333334,0.13333333333333333,0.06666666666666668,0.10000000000000002,0.5333333333333333,1.866666666666667
17,Adam Keefe,228.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,40.0,PF,0.16649999999999998,0.4075,2.6500000000000004,0.5,0.35,0.25,0.6499999999999999,1.5,2.35
18,Adam Mokoka,1629690.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,SG,0.4,0.462,0.9,0.4,0.4,0.0,0.2,1.5,2.9
19,Adam Morrison,200747.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,8.0,SF,0.299,0.3888,1.6,0.96,0.18,0.08,0.74,1.3,4.8
20,Admiral Schofield,1629678.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,SF,0.298,0.5710000000000001,1.3,0.5,0.3,0.1,0.3,1.5,3.1
21,Adonal Foyle,1502.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,25.0,41.0,6.0,5.0,0.0,8.0,24.0,339.0,654.0,C,0.0,0.514909090909091,4.075,0.39166666666666666,0.26666666666666666,1.4083333333333334,0.6583333333333333,1.7749999999999997,3.4500000000000006
22,Adonis Thomas,203519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SF,0.2333333333333333,0.5743333333333334,0.43333333333333335,0.5,0.0,0.0,0.2333333333333333,1.1666666666666667,2.533333333333333
23,Adreian Payne,203940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,PF,0.2306666666666667,0.4675,2.9166666666666665,0.4833333333333333,0.43333333333333335,0.20000000000000004,0.7333333333333334,1.9166666666666667,4.3
24,Adrian Griffin,1559.0,7.0,9.0,6.0,2.0,1.0,0.0,0.0,4.0,6.0,7.0,1.0,6.0,3.0,13.0,9.0,1.0,1.0,5.0,14.0,115.0,SG,0.236875,0.4122727272727273,2.663636363636364,1.1454545454545455,0.7545454545454546,0.11818181818181818,0.6181818181818182,1.5,3.2363636363636363
25,Al Harrington,1733.0,17.0,12.0,23.0,16.0,15.0,0.0,0.0,76.0,39.0,31.0,10.0,76.0,30.0,26.0,16.0,3.0,24.0,19.0,64.0,519.0,PF,0.33,0.4642105263157895,5.515789473684211,1.6473684210526316,0.8842105263157896,0.2368421052631579,1.852631578947368,3.0842105263157893,13.636842105263154
26,Al Horford,201143.0,11.0,24.0,21.0,18.0,35.0,0.0,0.0,132.0,186.0,74.0,27.0,94.0,128.0,73.0,68.0,3.0,313.0,142.0,508.0,1639.0,C,0.3457692307692308,0.5438461538461539,8.161538461538463,3.238461538461538,0.8307692307692308,1.2076923076923078,1.5846153846153848,2.223076923076923,14.03076923076923
27,Al Jefferson,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,28.0,37.0,8.0,5.0,0.0,3.0,18.0,210.0,515.0,C,0.08066666666666668,0.5043571428571428,8.157142857142857,1.4285714285714288,0.6642857142857144,1.1714285714285713,1.2642857142857142,2.5285714285714285,15.207142857142856
28,Al Thornton,201154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,6.0,25.0,SF,0.245375,0.4787500000000001,3.8125,1.0875,0.5874999999999999,0.4125,1.2875,2.4625,10.375
29,AlFarouq Aminu,202329.0,8.0,10.0,5.0,3.0,4.0,0.0,0.0,6.0,17.0,17.0,7.0,10.0,5.0,10.0,6.0,1.0,11.0,15.0,61.0,405.0,SF,0.3001,0.4514,5.99,1.23,0.95,0.55,1.1900000000000002,1.8400000000000003,7.3599999999999985
30,Alan Anderson,101187.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,SF,0.339875,0.4495,2.0,1.1,0.4375,0.08750000000000001,0.8625,1.7875,6.8
31,Alan Henderson,673.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,17.0,2.0,0.0,59.0,79.0,9.0,12.0,0.0,9.0,23.0,115.0,599.0,PF,0.22000000000000006,0.506375,4.3375,0.45,0.4375,0.425,0.8375,1.6625,5.887499999999998
32,Alan Williams,1626210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,PF,0.0,0.4980000000000001,4.55,0.8,0.5499999999999999,0.35,0.75,1.8,4.475
33,Alando Tucker,201169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SF,0.221,0.4608,0.8799999999999999,0.25999999999999995,0.04,0.04,0.3,0.4,3.5200000000000005
34,Alec Burks,202692.0,8.0,4.0,17.0,5.0,11.0,0.0,0.0,2.0,2.0,8.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,5.0,13.0,56.0,SG,0.33357142857142863,0.4490714285714285,3.3071428571428565,1.8857142857142857,0.65,0.20000000000000004,1.1857142857142855,1.65,10.157142857142855
35,Alec Peters,1628409.0,4.0,1.0,6.0,3.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,PF,0.31,0.625,1.9,0.6,0.1,0.1,0.2,0.7,4.1
36,Aleksandar Radojevic,1893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,C,0.0,0.30100000000000005,2.5,0.4,0.35,0.25,1.5,2.2,1.95
37,Alen Smailagic,1629346.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.0,PF,0.231,0.63,1.9,0.9,0.2,0.3,0.8,1.0,4.2
38,Alex Acker,101165.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,SG,0.247,0.4107500000000001,0.875,0.5,0.225,0.125,0.375,0.425,2.375
39,Alex Caruso,1627936.0,8.0,8.0,19.0,22.0,17.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,7.0,10.0,131.0,PG,0.379,0.4696666666666667,2.1333333333333333,2.3000000000000003,0.8666666666666667,0.3333333333333333,1.2,1.7,6.066666666666666
40,Alex Garcia,2682.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,SG,0.278,0.2625,0.95,1.15,0.75,0.05,0.75,0.95,3.5
41,Alex Kirk,203945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,0.0,0.25,0.2,0.2,0.0,0.0,0.0,0.2,0.8
42,Alex Len,203458.0,19.0,27.0,10.0,14.0,17.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,11.0,38.0,315.0,C,0.2745714285714286,0.5394444444444445,6.122222222222222,0.8222222222222222,0.3888888888888889,0.9888888888888888,1.1666666666666663,2.5000000000000004,7.611111111111112
43,Alex Poythress,1627816.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,PF,0.35700000000000004,0.5146666666666667,3.033333333333333,0.5666666666666668,0.26666666666666666,0.26666666666666666,0.4,1.7,5.599999999999999
44,Alex Stepheson,1627293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PF,0.0,0.547,3.5,0.26666666666666666,0.13333333333333333,0.6333333333333334,0.0,1.5,2.766666666666667
45,Alexander Johnson,200792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,4.0,3.0,0.0,4.0,2.0,4.0,32.0,PF,0.0,0.5129999999999999,2.6500000000000004,0.3,0.35,0.4,0.9,2.1,4.300000000000002
46,Alexey Shved,203144.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,SG,0.32149999999999995,0.4083333333333334,2.0500000000000003,2.3166666666666664,0.6,0.20000000000000004,1.1833333333333331,1.0333333333333332,8.466666666666667
47,Alfonzo McKinnie,1628035.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,44.0,SF,0.3013333333333333,0.6586666666666666,2.233333333333333,0.3,0.3333333333333333,0.16666666666666666,0.43333333333333335,1.4333333333333331,3.6
48,Alize Johnson,1628993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,SF,0.5,0.3405,1.4,0.15000000000000002,0.05,0.1,0.1,0.5,1.15
49,Allan Houston,275.0,70.0,93.0,161.0,197.0,112.0,0.0,0.0,316.0,148.0,220.0,42.0,411.0,162.0,138.0,120.0,33.0,111.0,97.0,161.0,238.0,SG,0.4041666666666666,0.4581666666666666,2.766666666666666,2.3666666666666667,0.6833333333333332,0.10000000000000002,1.9833333333333336,2.3166666666666664,18.616666666666667
50,Allan Ray,200810.0,15.0,6.0,15.0,7.0,5.0,0.0,0.0,3.0,1.0,13.0,1.0,0.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,25.0,SG,0.414,0.364,1.5,0.9,0.4,0.1,0.9,1.8,6.2
51,Allen Crabbe,203459.0,4.0,5.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,9.0,SG,0.3591111111111111,0.45899999999999996,2.333333333333333,0.977777777777778,0.4444444444444444,0.21111111111111114,0.6333333333333333,1.6888888888888889,6.911111111111111
52,Allen Iverson,947.0,20.0,4.0,77.0,29.0,15.0,2.0,0.0,64.0,36.0,66.0,5.0,60.0,44.0,39.0,27.0,1.0,53.0,74.0,125.0,450.0,SG,0.34652941176470586,0.4535882352941176,3.223529411764705,5.858823529411764,1.7941176470588238,0.14117647058823532,3.3705882352941168,1.6529411764705884,24.17058823529411
53,Allonzo Trier,1629019.0,3.0,8.0,20.0,20.0,20.0,0.0,0.0,2.0,1.0,10.0,0.0,2.0,5.0,7.0,6.0,0.0,26.0,17.0,5.0,133.0,PG,0.376,0.535,2.15,1.5499999999999998,0.25,0.2,1.35,1.5,8.7
54,Alonzo Gee,202087.0,47.0,31.0,43.0,24.0,3.0,0.0,1.0,17.0,11.0,36.0,3.0,13.0,18.0,12.0,3.0,2.0,9.0,13.0,46.0,426.0,SF,0.3138333333333333,0.4516923076923077,2.6,0.7384615384615384,0.6923076923076923,0.2153846153846154,0.8615384615384615,1.492307692307692,5.153846153846153
55,Alonzo Mourning,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,35.0,6.0,1.0,131.0,61.0,32.0,17.0,0.0,29.0,32.0,351.0,917.0,C,0.08324999999999999,0.5203,5.79,0.6600000000000001,0.27,2.18,1.66,2.62,10.44
56,Alton Ford,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,PF,0.0,0.465,1.2333333333333334,0.16666666666666666,0.03333333333333333,0.06666666666666668,0.3666666666666667,1.1666666666666667,1.8
57,Alvin Jones,2264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,C,0.0,0.4,1.6,0.1,0.1,0.4,0.5,1.5,1.1
58,Amal McCaskill,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,C,0.0,0.3493333333333333,1.8666666666666665,0.3,0.2333333333333333,0.26666666666666666,0.3666666666666667,1.2,1.6
59,Amare Stoudemire,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,8.0,2.0,21.0,64.0,PF,0.15523076923076926,0.5330625000000001,7.124999999999999,1.0875,0.675,1.09375,2.0,2.9375,16.74375
60,Amile Jefferson,1628518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,PF,0.0,0.491,1.55,0.25,0.2,0.25,0.15000000000000002,0.55,1.5499999999999998
61,Amir Coffey,1629599.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,SG,0.14300000000000002,0.462,1.1,0.7,0.1,0.1,0.2,0.9,2.2
62,Amir Johnson,101161.0,5.0,7.0,6.0,12.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,3.0,7.0,84.0,324.0,PF,0.28525,0.5974999999999999,4.9714285714285715,1.1428571428571428,0.5357142857142857,0.9857142857142857,1.0785714285714287,2.8499999999999988,6.757142857142857
63,Andrae Patterson,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PF,0.0,0.75,0.4,0.2,0.2,0.0,0.2,0.8,1.2
64,Andray Blatche,101154.0,3.0,4.0,5.0,5.0,1.0,0.0,0.0,19.0,31.0,9.0,7.0,14.0,10.0,10.0,12.0,4.0,29.0,21.0,70.0,410.0,PF,0.22944444444444445,0.467,5.1,1.311111111111111,0.7888888888888889,0.7555555555555555,1.5111111111111113,2.322222222222222,9.366666666666667
65,Andre Barrett,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PG,0.2107142857142857,0.446,1.1125,1.9375,0.325,0.0125,0.6749999999999999,0.875,3.4125000000000005
66,Andre Brown,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,25.0,PF,0.0,0.406,2.5666666666666664,0.2,0.2333333333333333,0.06666666666666668,0.8333333333333334,1.4,2.1333333333333333
67,Andre Dawkins,203958.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,0.16699999999999998,0.0,0.5,0.3,0.0,0.0,0.3,0.8,0.8
68,Andre Drummond,203083.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,47.0,C,0.1728,0.5577,13.66,1.52,1.4700000000000002,1.56,2.33,3.2,15.03
69,Andre Emmett,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,SF,0.0,0.5,0.65,0.1,0.15,0.1,0.2,0.4,1.55
70,Andre Iguodala,2738.0,15.0,11.0,25.0,32.0,8.0,0.0,0.0,4.0,7.0,22.0,2.0,8.0,4.0,4.0,6.0,2.0,18.0,12.0,18.0,211.0,SF,0.33718750000000003,0.5433125000000001,4.9625,4.2125,1.41875,0.54375,1.83125,1.80625,11.4125
71,Andre Ingram,201281.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,SG,0.278,0.1875,1.75,1.75,0.9,0.75,0.9,0.75,6.0
72,Andre Miller,1889.0,3.0,0.0,12.0,17.0,15.0,0.0,2.0,48.0,28.0,26.0,7.0,102.0,64.0,66.0,48.0,2.0,26.0,119.0,156.0,516.0,PG,0.24284,0.49332,3.2439999999999998,5.72,1.016,0.136,2.08,1.964,10.324000000000002
73,Andre Owens,101261.0,4.0,2.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,14.0,PG,0.319,0.371,1.2,0.9,0.30000000000000004,0.05,0.7,1.15,3.5
74,Andre Roberson,203460.0,44.0,25.0,11.0,18.0,10.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,443.0,SG,0.23579999999999995,0.604,3.92,0.8600000000000001,0.9,0.6399999999999999,0.6199999999999999,2.16,4.339999999999999
75,Andrea Bargnani,200745.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,6.0,3.0,3.0,9.0,3.0,30.0,24.0,9.0,22.0,C,0.32809999999999995,0.466,4.5299999999999985,1.23,0.37,0.8099999999999999,1.5299999999999998,2.2700000000000005,14.27
76,Andreas Glyniadakis,2601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,C,0.0,0.471,0.6,0.1,0.0,0.0,0.7,1.5,1.3
77,Andrei Kirilenko,1905.0,3.0,1.0,6.0,23.0,2.0,0.0,0.0,4.0,5.0,11.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,12.0,207.0,SF,0.29475,0.47592307692307706,5.107692307692308,2.546153846153845,1.2769230769230768,1.6846153846153844,1.7615384615384615,1.869230769230769,10.953846153846152
78,Andrew Bynum,101115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,1.0,0.0,6.0,7.0,27.0,31.0,C,0.06666666666666668,0.511,7.570000000000002,1.14,0.28,1.41,1.53,2.13,11.039999999999996
79,Andrew DeClercq,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,5.0,33.0,171.0,C,0.0,0.4945,3.6333333333333333,0.4833333333333332,0.5499999999999999,0.45,0.7833333333333333,2.8000000000000003,3.7
80,Andrew Goudelock,202726.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,SG,0.242,0.377,0.7000000000000001,0.3333333333333333,0.3,0.1,0.4666666666666666,0.43333333333333335,2.4
81,Andrew Harrison,1626150.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,PG,0.2035,0.5138333333333334,1.2833333333333332,1.7166666666666668,0.3333333333333333,0.18333333333333332,0.7666666666666666,2.0,4.4
82,Andrew Lang,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,2.0,3.0,9.0,C,0.0,0.438,3.2,0.2,0.4,0.3,0.3,1.6,3.1
83,Andrew Nicholson,203094.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,PF,0.2578333333333333,0.4807142857142858,2.571428571428572,0.4,0.3142857142857142,0.2571428571428572,0.6428571428571429,1.542857142857143,4.771428571428571
84,Andrew Wiggins,203952.0,4.0,2.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,8.0,10.0,38.0,SF,0.32975,0.481375,4.5375000000000005,2.7375000000000003,0.9875,0.7749999999999999,2.1625,2.2,20.075
85,Andy Rautins,202360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SG,0.25,0.667,0.2,0.6,0.2,0.0,1.4,0.0,1.6
86,Anfernee Hardaway,358.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,SG,0.3072,0.42100000000000004,3.7399999999999993,3.06,1.09,0.27,1.61,2.02,9.04
87,Anfernee Simons,1629014.0,12.0,4.0,33.0,21.0,13.0,1.0,0.0,0.0,4.0,19.0,1.0,6.0,4.0,6.0,7.0,1.0,9.0,13.0,20.0,77.0,SG,0.3415,0.4885,1.5,1.1,0.25,0.1,0.75,1.25,6.300000000000002
88,Ansu Sesay,1738.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,SF,0.268,0.4505,1.95,0.625,0.25,0.22500000000000006,0.425,1.4,3.775
