,Player,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area,Pos,3P%,2P%,TRB,AST,STL,BLK,TOV,PF,PTS
256,Cedric Simmons,200759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PF,0.0,0.32142857142857145,1.2714285714285716,0.08571428571428573,0.1142857142857143,0.31428571428571433,0.31428571428571433,0.6571428571428571,1.2714285714285711
257,Chandler Hutchison,1628990.0,10.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,24.0,116.0,SF,0.29800000000000004,0.506,4.05,0.8500000000000001,0.75,0.2,0.8,1.5,6.5
258,Chandler Parsons,202718.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,0.3523333333333333,0.471111111111111,3.8222222222222215,2.288888888888889,0.8777777777777778,0.3,1.3111111111111111,1.7666666666666666,10.6
259,Channing Frye,101112.0,28.0,22.0,52.0,95.0,43.0,2.0,0.0,9.0,11.0,47.0,1.0,5.0,12.0,5.0,6.0,0.0,4.0,8.0,25.0,89.0,C,0.3575294117647059,0.5064117647058823,4.005882352941176,0.9352941176470588,0.4529411764705882,0.5058823529411764,0.7705882352941176,2.258823529411765,7.805882352941178
260,Charles Barkley,787.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,6.0,69.0,PF,0.231,0.51,10.5,3.2,0.7,0.2,2.2,2.4,14.5
261,Charles Cooke,1628429.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SG,0.125,0.16699999999999998,0.2,0.1,0.1,0.0,0.1,0.0,0.5
262,Charles Jenkins,202724.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,4.0,17.0,6.0,2.0,0.0,8.0,3.0,4.0,32.0,7.0,8.0,43.0,PG,0.3833333333333333,0.4149999999999999,0.775,1.475,0.4,0.05,0.55,0.7,2.975
263,Charles Oakley,891.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,9.0,7.0,4.0,1.0,10.0,12.0,2.0,10.0,2.0,0.0,10.0,PF,0.244,0.3896,5.1,1.98,0.7,0.3,1.16,2.66,4.68
264,Charlie Villanueva,101111.0,20.0,9.0,50.0,28.0,22.0,0.0,0.0,1.0,4.0,30.0,0.0,7.0,10.0,0.0,1.0,2.0,1.0,6.0,35.0,73.0,PF,0.3293636363636364,0.4861818181818182,4.299999999999999,0.7636363636363637,0.4636363636363637,0.4909090909090909,0.9090909090909092,2.0727272727272728,9.590909090909092
265,Charlie Ward,369.0,0.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,PG,0.3735,0.411125,2.4125,3.6,1.0625,0.16249999999999998,1.4125,1.8125,6.275
266,Chase Budinger,201978.0,55.0,58.0,53.0,69.0,33.0,0.0,0.0,10.0,14.0,28.0,5.0,4.0,12.0,12.0,10.0,3.0,29.0,23.0,39.0,286.0,SF,0.3261111111111111,0.5054444444444445,2.8222222222222224,1.1,0.5111111111111111,0.14444444444444446,0.7555555555555556,1.1333333333333333,6.988888888888888
267,Chauncey Billups,1497.0,28.0,21.0,153.0,152.0,75.0,0.0,0.0,36.0,37.0,112.0,21.0,19.0,32.0,25.0,33.0,9.0,45.0,33.0,45.0,269.0,PG,0.3700000000000001,0.4284736842105264,2.9,5.28421052631579,0.9473684210526316,0.16842105263157894,2.0052631578947366,1.9684210526315788,14.63684210526316
268,Cheick Diallo,1627767.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,16.0,22.0,4.0,4.0,0.0,3.0,10.0,45.0,190.0,PF,0.375,0.5827500000000001,4.125,0.4,0.275,0.4,0.6,1.4,5.2
269,Cheikh Samb,200798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C,0.0,0.28200000000000003,1.38,0.06000000000000001,0.18,0.48,0.18,0.68,0.8800000000000001
270,Cherokee Parks,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,C,0.125,0.4631428571428571,2.8714285714285714,0.5142857142857143,0.35714285714285715,0.557142857142857,0.5142857142857143,1.5142857142857142,3.5571428571428574
271,Chimezie Metu,1629002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,13.0,17.0,PF,0.0,0.4635,1.4,0.4,0.15000000000000002,0.2,0.4,0.4,2.35
272,Chinanu Onuaku,1627778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,C,0.0,0.557,3.0,0.8,0.3,0.1,1.9,2.6,3.4
273,Chris Andersen,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,C,0.16664285714285715,0.5164705882352941,4.3058823529411745,0.4176470588235294,0.4176470588235293,1.1647058823529413,0.6176470588235294,1.7294117647058824,4.6000000000000005
274,Chris Anstey,1512.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,7.0,16.0,4.0,8.0,0.0,13.0,1.0,19.0,69.0,C,0.16699999999999998,0.447,3.8,0.9,0.4,0.3,1.1,2.5,6.0
275,Chris Babb,203569.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,0.222,0.667,1.2,0.2,0.4,0.0,0.2,0.9,1.6
276,Chris Bosh,2547.0,26.0,40.0,49.0,58.0,81.0,0.0,0.0,58.0,120.0,91.0,30.0,58.0,144.0,117.0,136.0,9.0,191.0,147.0,193.0,985.0,C,0.2998461538461539,0.505846153846154,8.43846153846154,2.0461538461538464,0.8153846153846155,1.0153846153846156,2.030769230769231,2.376923076923077,19.392307692307693
277,Chris Carr,713.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,13.0,SG,0.3085,0.42775,2.35,0.95,0.3,0.2,1.375,1.75,7.375000000000001
278,Chris Childs,164.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,PG,0.2831666666666667,0.4145,2.083333333333333,4.033333333333333,0.7166666666666667,0.15,1.6499999999999997,2.7999999999999994,4.116666666666666
279,Chris Chiozza,1629185.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,0.42925,0.27125,1.4,1.875,0.5750000000000001,0.1,0.6250000000000001,0.8999999999999999,3.2
280,Chris Clemons,1629598.0,0.0,1.0,10.0,11.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,SG,0.35100000000000003,0.563,0.8,0.8,0.2,0.2,0.6,0.7,4.9
281,Chris Copeland,203142.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,PF,0.35700000000000004,0.49475,1.375,0.6,0.175,0.15000000000000002,0.675,1.275,5.175
282,Chris Crawford,1544.0,6.0,7.0,15.0,17.0,13.0,0.0,0.0,30.0,19.0,26.0,1.0,19.0,22.0,11.0,8.0,1.0,12.0,8.0,45.0,201.0,PF,0.2508,0.5054,2.44,0.62,0.42,0.46,0.96,2.14,6.8
283,Chris DouglasRoberts,201604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,SG,0.2273333333333333,0.4458333333333333,1.7166666666666666,0.95,0.4666666666666666,0.18333333333333326,0.6333333333333333,1.1833333333333331,5.550000000000002
284,Chris Dudley,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,C,0.0,0.28925,2.25,0.175,0.125,0.30000000000000004,0.30000000000000004,1.525,0.925
285,Chris Duhon,2768.0,55.0,28.0,114.0,80.0,53.0,3.0,2.0,8.0,6.0,79.0,2.0,12.0,7.0,9.0,5.0,5.0,11.0,9.0,42.0,247.0,PG,0.355,0.4271111111111111,2.166666666666667,4.255555555555556,0.7333333333333334,0.03333333333333334,1.477777777777778,1.5111111111111108,6.144444444444446
286,Chris Garner,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,PG,0.0,0.233,1.5,2.3,0.9,0.1,1.1,2.3,2.4
287,Chris Gatling,423.0,9.0,11.0,2.0,3.0,3.0,0.0,0.0,17.0,36.0,3.0,0.0,11.0,23.0,11.0,5.0,0.0,9.0,8.0,41.0,135.0,PF,0.2448,0.4706,5.340000000000002,0.76,0.8,0.28,1.72,2.64,10.68
288,Chris Herren,1914.0,1.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,PG,0.3245,0.3425,1.0,2.35,0.45,0.0,0.8500000000000001,1.65,3.2
289,Chris Hunter,201805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,4.0,2.0,1.0,8.0,3.0,12.0,68.0,C,0.0,0.512,2.8,0.6,0.2,0.6,0.5,2.2,4.5
290,Chris Jefferies,2423.0,4.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,SF,0.37025,0.42575,1.15,0.375,0.2,0.25,0.7999999999999999,1.1749999999999998,3.975
291,Chris Johnson,203169.3448275862,16.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,34.0,SF,0.3022857142857143,0.5387142857142858,1.9428571428571428,0.3571428571428571,0.4928571428571429,0.37142857142857133,0.5785714285714285,1.3857142857142857,3.7571428571428567
292,Chris Kaman,2549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,3.0,0.0,15.0,30.0,7.0,11.0,0.0,18.0,16.0,46.0,91.0,C,0.027777777777777776,0.490923076923077,7.223076923076923,1.2846153846153845,0.41538461538461535,1.2384615384615385,2.0384615384615383,2.546153846153845,10.86153846153846
293,Chris McCullough,1626191.0,1.0,1.0,8.0,1.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,3.0,27.0,PF,0.1634,0.52825,1.5,0.16,0.38,0.2,0.3,0.5800000000000001,2.4799999999999995
294,Chris Mihm,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,21.0,95.0,C,0.10725,0.4447,4.95,0.5,0.3,0.89,1.13,2.65,6.610000000000001
295,Chris Mills,168.0,8.0,17.0,12.0,27.0,6.0,0.0,0.0,47.0,43.0,19.0,6.0,26.0,13.0,8.0,14.0,1.0,8.0,10.0,52.0,100.0,SF,0.30125,0.41325,4.425,1.4249999999999998,0.575,0.2,0.975,2.275,10.075
296,Chris Mullin,904.0,2.0,5.0,8.0,4.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,SF,0.387,0.385,1.85,0.9,0.7,0.35,0.8,1.35,5.449999999999998
297,Chris Owens,2442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,4.0
298,Chris Paul,101108.0,16.0,16.0,128.0,82.0,134.0,3.0,0.0,32.0,47.0,144.0,13.0,41.0,103.0,79.0,105.0,25.0,242.0,231.0,455.0,891.0,PG,0.3672666666666666,0.5075333333333334,4.506666666666666,9.44,2.18,0.13333333333333336,2.4,2.44,18.42
299,Chris Porter,2084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,10.0,8.0,7.0,14.0,0.0,5.0,9.0,17.0,82.0,SF,0.0,0.393,3.7,1.2,0.9,0.1,1.2,2.2,8.6
300,Chris Quinn,200809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,PG,0.2955,0.4021666666666667,0.8833333333333333,1.6666666666666667,0.4166666666666667,0.016666666666666666,0.5833333333333334,0.8999999999999999,3.65
301,Chris Richard,201181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,PF,0.0,0.494,2.95,0.35,0.30000000000000004,0.2,0.65,2.2,2.0
302,Chris Silva,1629735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,PF,0.0,0.642,2.7,0.5,0.2,0.4,0.8,2.0,2.9
303,Chris Singleton,202698.0,6.0,12.0,12.0,24.0,4.0,0.0,0.0,8.0,11.0,14.0,7.0,5.0,7.0,6.0,9.0,3.0,9.0,5.0,8.0,85.0,SF,0.30266666666666664,0.39299999999999996,2.966666666666667,0.5,0.7333333333333334,0.3333333333333333,0.7000000000000001,1.9666666666666668,3.9
304,Chris Taft,101147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,C,0.0,0.605,2.1,0.1,0.1,0.4,0.1,1.5,2.8
305,Chris Webber,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0,PF,0.28441666666666665,0.4543846153846154,8.715384615384616,3.984615384615385,1.2615384615384615,1.0,2.4,2.892307692307692,17.830769230769228
306,Chris Whitney,43.0,5.0,1.0,16.0,12.0,9.0,0.0,0.0,6.0,4.0,15.0,5.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,6.0,PG,0.348,0.4061428571428571,1.442857142857143,2.9714285714285715,0.6571428571428571,0.05714285714285715,1.2,1.7571428571428571,7.2142857142857135
307,Chris Wilcox,2404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0,148.0,C,0.0,0.5522000000000001,4.78,0.7200000000000001,0.4666666666666667,0.37333333333333335,1.1,2.3266666666666667,7.753333333333333
308,Chris Wright,202887.7083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,SF,0.0,0.5429999999999999,1.4666666666666668,0.26666666666666666,0.4,0.3666666666666667,0.4,1.0,3.2
309,Christian Eyenga,201963.0,5.0,5.0,10.0,6.0,0.0,0.0,0.0,9.0,3.0,11.0,4.0,5.0,1.0,4.0,1.0,0.0,1.0,1.0,10.0,60.0,SF,0.27699999999999997,0.35825,2.2,0.8,0.425,0.75,0.7,1.0,4.7
310,Christian Laettner,363.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,2.0,1.0,7.0,10.0,3.0,2.0,0.0,11.0,4.0,9.0,85.0,PF,0.248375,0.507125,5.1125,1.9875000000000005,0.95,0.525,1.525,2.7625,8.600000000000001
311,Christian Wood,1626174.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,33.0,PF,0.3303333333333333,0.5598333333333333,4.016666666666667,0.4666666666666667,0.3666666666666667,0.6,0.7999999999999999,0.9666666666666668,7.883333333333334
312,Chuck Hayes,101236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,126.0,673.0,C,0.0,0.4786923076923077,4.453846153846154,1.0307692307692304,0.6461538461538461,0.2846153846153846,0.707692307692308,2.1384615384615384,3.2307692307692317
313,Chuck Person,456.0,4.0,0.0,5.0,9.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,SF,0.253,0.464,1.4,0.6,0.1,0.1,0.3,1.5,2.8
314,Chucky Atkins,1088.0,6.0,2.0,16.0,9.0,6.0,0.0,0.0,4.0,2.0,13.0,2.0,2.0,2.0,4.0,1.0,0.0,5.0,0.0,4.0,29.0,PG,0.3375294117647058,0.4235882352941177,1.4705882352941178,3.0588235294117645,0.5882352941176472,0.041176470588235294,1.2411764705882355,1.6470588235294117,8.176470588235292
315,Chucky Brown,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,9.0,SF,0.11266666666666665,0.4427142857142857,2.385714285714286,0.7142857142857142,0.31428571428571433,0.2571428571428572,0.4714285714285714,1.5142857142857142,4.142857142857143
316,Cleanthony Early,203921.0,4.0,5.0,10.0,7.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,5.0,42.0,SF,0.2645,0.3675,2.0,0.65,0.35,0.25,0.75,1.2,3.6
317,Cliff Alexander,1626146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PF,0.0,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3
318,Clifford Robinson,361.0,9.0,11.0,30.0,64.0,38.0,2.0,0.0,22.0,15.0,29.0,5.0,20.0,14.0,15.0,20.0,3.0,22.0,13.0,78.0,100.0,PF,0.35810000000000003,0.4241,3.58,2.12,0.85,0.8099999999999999,1.46,2.74,10.65
319,Clint Capela,203991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,135.0,1619.0,C,0.0,0.6065000000000002,9.133333333333333,0.8833333333333333,0.6166666666666666,1.4,1.15,2.35,11.116666666666667
320,Coby White,1629632.0,13.0,7.0,42.0,43.0,27.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,4.0,0.0,4.0,3.0,10.0,8.0,23.0,113.0,SG,0.354,0.43,3.5,2.7,0.8,0.1,1.7,1.8,13.2
321,Cody Martin,1628998.0,4.0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,64.0,SF,0.234,0.546,3.3,2.0,0.8,0.2,0.9,1.6,5.0
322,Cody Zeller,203469.0,2.0,1.0,4.0,6.0,15.0,0.0,0.0,10.0,3.0,14.0,3.0,4.0,9.0,8.0,13.0,8.0,57.0,24.0,140.0,1018.0,C,0.3257142857142857,0.5267142857142858,6.014285714285713,1.4,0.6714285714285715,0.7000000000000001,1.0857142857142856,2.657142857142857,8.7
323,Cole Aldrich,202332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,C,0.0,0.5180999999999999,2.88,0.3700000000000001,0.3,0.6,0.51,1.36,2.57
324,Collin Sexton,1629012.0,18.0,9.0,58.0,82.0,46.0,2.0,0.0,7.0,5.0,45.0,7.0,19.0,20.0,26.0,31.0,3.0,41.0,93.0,103.0,423.0,SG,0.391,0.4705,3.0,3.0,0.75,0.1,2.35,2.25,18.75
325,Corey Benjamin,1736.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,SG,0.25366666666666665,0.4096666666666667,2.2333333333333334,1.1,0.3666666666666667,0.3,1.0666666666666669,2.2333333333333334,5.6000000000000005
326,Corey Brewer,201147.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,14.0,SF,0.2759090909090908,0.4898636363636362,2.7181818181818183,1.4999999999999998,1.2409090909090907,0.25,1.059090909090909,2.127272727272727,7.777272727272727
327,Corey Maggette,1894.0,6.0,7.0,7.0,8.0,9.0,0.0,0.0,14.0,40.0,28.0,17.0,13.0,39.0,21.0,34.0,7.0,25.0,12.0,42.0,403.0,SF,0.29971428571428577,0.4682142857142857,4.6571428571428575,1.9785714285714284,0.7000000000000001,0.15714285714285714,2.1785714285714284,2.821428571428572,15.5
328,Corie Blount,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,5.0,3.0,11.0,9.0,6.0,11.0,1.0,13.0,10.0,7.0,47.0,PF,0.08333333333333333,0.4608888888888889,4.711111111111111,0.7666666666666666,0.6555555555555556,0.3333333333333333,0.8222222222222222,2.3777777777777778,3.7222222222222223
329,Corliss Williamson,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,2.0,2.0,1.0,0.0,3.0,8.0,44.0,119.0,SF,0.17275,0.4843333333333333,3.816666666666667,0.9583333333333334,0.5416666666666666,0.25,1.3916666666666666,2.6999999999999997,10.366666666666664
330,Corsley Edwards,2451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,C,0.0,0.32299999999999995,2.5,0.3,0.3,0.4,0.2,1.9,2.7
331,Cory Alexander,724.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,PG,0.3093333333333333,0.3063333333333333,1.3999999999999997,1.9,0.6666666666666666,0.06666666666666668,1.0666666666666669,1.4,2.6333333333333333
332,Cory Higgins,202809.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,7.0,1.0,3.0,0.0,6.0,6.0,3.0,20.0,SG,0.2,0.35,0.7,0.8500000000000001,0.3,0.1,0.5,0.95,3.1
333,Cory Jefferson,203928.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,0.0,8.0,3.0,10.0,36.0,PF,0.0665,0.4545,2.45,0.15,0.1,0.25,0.2,1.1,3.25
334,Cory Joseph,202709.0,15.0,15.0,36.0,39.0,14.0,2.0,1.0,12.0,7.0,36.0,3.0,18.0,20.0,17.0,16.0,2.0,33.0,40.0,42.0,121.0,PG,0.3134444444444445,0.4665555555555556,2.3777777777777778,2.6777777777777776,0.6888888888888888,0.21111111111111114,0.9333333333333332,1.4,6.311111111111112
335,Coty Clarke,1626262.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,1.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,2.0
336,Courtney Alexander,2042.0,5.0,6.0,2.0,5.0,1.0,0.0,0.0,22.0,16.0,6.0,1.0,9.0,18.0,5.0,7.0,0.0,12.0,9.0,6.0,61.0,PG,0.334,0.4184,2.26,1.16,0.66,0.1,1.1800000000000002,2.06,9.68
337,Courtney Fortson,202622.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PG,0.2343333333333333,0.4283333333333334,1.5666666666666669,1.0333333333333332,0.26666666666666666,0.0,1.0333333333333332,0.5333333333333333,3.6
338,Courtney Lee,201584.0,21.0,25.0,13.0,12.0,10.0,0.0,0.0,15.0,10.0,18.0,4.0,4.0,9.0,14.0,12.0,0.0,14.0,13.0,16.0,129.0,SG,0.37572222222222224,0.4947777777777778,2.4055555555555563,1.5333333333333332,0.9388888888888888,0.27222222222222225,0.8388888888888891,1.5388888888888892,8.58888888888889
339,Courtney Sims,201235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,C,0.0,0.3333333333333333,1.675,0.075,0.0,0.0,0.375,0.55,2.25
340,Craig Brackins,202342.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,PF,0.16649999999999998,0.307,1.2000000000000002,0.45,0.15,0.05,0.15,0.7,2.1500000000000004
341,Craig Smith,200783.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,46.0,254.0,PF,0.03333333333333333,0.5539999999999999,3.6666666666666665,0.7666666666666666,0.4166666666666667,0.2,0.9833333333333334,2.266666666666666,7.2333333333333325
342,Curtis Borchardt,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,5.0,8.0,6.0,67.0,C,0.0,0.415,3.35,0.8,0.2,0.7,0.95,2.45,3.3
343,Cuttino Mobley,1749.0,92.0,80.0,141.0,221.0,77.0,2.0,3.0,47.0,68.0,147.0,55.0,50.0,66.0,84.0,93.0,19.0,109.0,81.0,146.0,902.0,SG,0.3849166666666666,0.4500833333333332,3.783333333333333,2.566666666666667,1.2,0.4083333333333334,2.0166666666666666,2.266666666666667,16.366666666666664
344,DAngelo Russell,1626156.0,6.0,8.0,41.0,29.0,24.0,12.0,0.0,2.0,7.0,31.0,0.0,3.0,7.0,6.0,8.0,0.0,16.0,30.0,26.0,35.0,PG,0.3545714285714286,0.4731428571428572,3.842857142857142,5.628571428571428,1.1428571428571428,0.2857142857142857,3.1,1.8714285714285717,19.11428571428571
345,DJ Augustin,201571.0,15.0,8.0,46.0,36.0,26.0,0.0,1.0,5.0,4.0,33.0,0.0,5.0,2.0,5.0,7.0,0.0,9.0,6.0,15.0,86.0,PG,0.3622777777777778,0.42877777777777787,1.8111111111111111,3.861111111111111,0.6,0.022222222222222227,1.5222222222222217,1.4055555555555554,9.411111111111113
