,CLOSE_DEF_PERSON_ID,GP,G,DEFENSE_CATEGORY,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
4,1628409,18,15,Less Than 10 Ft,0.427,0.78,1.78,0.438,0.523,-0.085
5,1628409,18,13,Greater Than 15 Ft,0.507,0.83,2.11,0.395,0.368,0.026
0,203468,80,80,Overall,1.0,4.85,11.08,0.438,0.447,-0.009
1,203468,80,78,3 Pointers,0.363,1.46,4.03,0.363,0.366,-0.003
2,203468,80,80,2 Pointers,0.637,3.39,7.05,0.48,0.496,-0.016
3,203468,80,69,Less Than 6 Ft,0.192,1.39,2.13,0.653,0.612,0.041
4,203468,80,78,Less Than 10 Ft,0.289,1.76,3.2,0.551,0.556,-0.005
5,203468,80,79,Greater Than 15 Ft,0.577,2.35,6.39,0.368,0.378,-0.01
0,1628403,22,22,Overall,1.0,1.41,3.05,0.463,0.456,0.007
1,1628403,22,16,3 Pointers,0.343,0.41,1.05,0.391,0.355,0.037
2,1628403,22,15,2 Pointers,0.657,1.0,2.0,0.5,0.505,-0.005
3,1628403,22,11,Less Than 6 Ft,0.343,0.64,1.05,0.609,0.609,0.0
4,1628403,22,11,Less Than 10 Ft,0.463,0.77,1.41,0.548,0.552,-0.003
5,1628403,22,20,Greater Than 15 Ft,0.493,0.59,1.5,0.394,0.352,0.042
0,203081,73,73,Overall,1.0,4.29,10.3,0.416,0.44,-0.024
1,203081,73,70,3 Pointers,0.399,1.48,4.11,0.36,0.358,0.002
2,203081,73,73,2 Pointers,0.601,2.81,6.19,0.454,0.488,-0.034
3,203081,73,66,Less Than 6 Ft,0.191,1.22,1.97,0.618,0.608,0.01
4,203081,73,70,Less Than 10 Ft,0.269,1.49,2.77,0.54,0.553,-0.013
5,203081,73,73,Greater Than 15 Ft,0.598,2.21,6.16,0.358,0.369,-0.012
0,1627746,59,59,Overall,1.0,4.37,9.15,0.478,0.468,0.01
1,1627746,59,54,3 Pointers,0.33,1.08,3.02,0.36,0.357,0.002
2,1627746,59,59,2 Pointers,0.67,3.29,6.14,0.536,0.523,0.012
3,1627746,59,57,Less Than 6 Ft,0.437,2.46,4.0,0.614,0.622,-0.008
4,1627746,59,59,Less Than 10 Ft,0.537,2.88,4.92,0.586,0.575,0.011
5,1627746,59,55,Greater Than 15 Ft,0.43,1.42,3.93,0.362,0.366,-0.004
0,1628380,62,62,Overall,1.0,2.97,6.79,0.437,0.455,-0.018
1,1628380,62,50,3 Pointers,0.285,0.81,1.94,0.417,0.364,0.052
2,1628380,62,60,2 Pointers,0.715,2.16,4.85,0.445,0.503,-0.058
3,1628380,62,55,Less Than 6 Ft,0.359,1.15,2.44,0.47,0.601,-0.131
4,1628380,62,58,Less Than 10 Ft,0.48,1.45,3.26,0.446,0.552,-0.106
5,1628380,62,57,Greater Than 15 Ft,0.447,1.34,3.03,0.441,0.373,0.069
0,1627735,5,5,Overall,1.0,2.2,4.8,0.458,0.45,0.008
1,1627735,5,5,3 Pointers,0.375,1.2,1.8,0.667,0.378,0.288
2,1627735,5,5,2 Pointers,0.625,1.0,3.0,0.333,0.512,-0.179
3,1627735,5,3,Less Than 6 Ft,0.167,0.4,0.8,0.5,0.655,-0.155
4,1627735,5,3,Less Than 10 Ft,0.292,0.8,1.4,0.571,0.58,-0.009
5,1627735,5,5,Greater Than 15 Ft,0.5,1.2,2.4,0.5,0.375,0.125
0,1627834,15,15,Overall,1.0,2.87,4.6,0.623,0.47,0.153
1,1627834,15,6,3 Pointers,0.203,0.33,0.93,0.357,0.344,0.013
2,1627834,15,14,2 Pointers,0.797,2.53,3.67,0.691,0.517,0.174
3,1627834,15,14,Less Than 6 Ft,0.536,2.0,2.47,0.811,0.616,0.195
4,1627834,15,14,Less Than 10 Ft,0.623,2.13,2.87,0.744,0.572,0.172
5,1627834,15,9,Greater Than 15 Ft,0.348,0.73,1.6,0.458,0.38,0.079
0,1626242,2,2,Overall,1.0,0.0,1.5,0.0,0.386,-0.386
1,1626242,2,1,3 Pointers,0.667,0.0,1.0,0.0,0.302,-0.302
2,1626242,2,1,2 Pointers,0.333,0.0,0.5,0.0,0.453,-0.453
3,1626242,2,1,Less Than 6 Ft,0.333,0.0,0.5,0.0,0.554,-0.554
4,1626242,2,1,Less Than 10 Ft,0.333,0.0,0.5,0.0,0.52,-0.52
5,1626242,2,1,Greater Than 15 Ft,0.667,0.0,1.0,0.0,0.306,-0.306
0,200746,74,74,Overall,1.0,5.89,13.47,0.437,0.473,-0.036
1,200746,74,69,3 Pointers,0.245,1.26,3.3,0.381,0.361,0.02
2,200746,74,74,2 Pointers,0.755,4.64,10.18,0.456,0.52,-0.064
3,200746,74,73,Less Than 6 Ft,0.345,2.42,4.65,0.52,0.619,-0.099
4,200746,74,74,Less Than 10 Ft,0.488,3.08,6.58,0.468,0.57,-0.101
5,200746,74,72,Greater Than 15 Ft,0.431,2.23,5.81,0.384,0.373,0.01
0,201587,64,64,Overall,1.0,3.98,8.2,0.486,0.453,0.032
1,201587,64,64,3 Pointers,0.385,1.42,3.16,0.45,0.369,0.081
2,201587,64,61,2 Pointers,0.615,2.56,5.05,0.508,0.505,0.003
3,201587,64,51,Less Than 6 Ft,0.261,1.36,2.14,0.635,0.618,0.017
4,201587,64,57,Less Than 10 Ft,0.339,1.66,2.78,0.596,0.565,0.03
5,201587,64,64,Greater Than 15 Ft,0.571,2.08,4.69,0.443,0.38,0.063
0,201988,82,82,Overall,1.0,3.16,6.8,0.464,0.448,0.017
1,201988,82,76,3 Pointers,0.405,0.98,2.76,0.354,0.358,-0.004
2,201988,82,81,2 Pointers,0.595,2.18,4.05,0.539,0.498,0.041
3,201988,82,61,Less Than 6 Ft,0.19,0.85,1.29,0.66,0.622,0.038
4,201988,82,69,Less Than 10 Ft,0.29,1.2,1.98,0.605,0.565,0.04
5,201988,82,80,Greater Than 15 Ft,0.602,1.61,4.1,0.393,0.371,0.022
0,203992,78,78,Overall,1.0,3.99,8.42,0.473,0.452,0.022
1,203992,78,72,3 Pointers,0.441,1.45,3.72,0.39,0.362,0.028
2,203992,78,77,2 Pointers,0.559,2.54,4.71,0.54,0.506,0.033
3,203992,78,69,Less Than 6 Ft,0.262,1.49,2.21,0.674,0.622,0.053
4,203992,78,74,Less Than 10 Ft,0.359,1.79,3.03,0.593,0.568,0.026
5,203992,78,78,Greater Than 15 Ft,0.578,1.97,4.87,0.405,0.372,0.033
0,1628368,73,73,Overall,1.0,4.27,9.58,0.446,0.438,0.008
1,1628368,73,71,3 Pointers,0.506,1.84,4.85,0.379,0.354,0.025
2,1628368,73,71,2 Pointers,0.494,2.44,4.73,0.516,0.493,0.023
3,1628368,73,65,Less Than 6 Ft,0.247,1.47,2.37,0.618,0.601,0.017
4,1628368,73,69,Less Than 10 Ft,0.313,1.77,3.0,0.589,0.552,0.037
5,1628368,73,72,Greater Than 15 Ft,0.635,2.27,6.08,0.374,0.37,0.003
0,204022,6,6,Overall,1.0,2.67,6.0,0.444,0.473,-0.029
1,204022,6,3,3 Pointers,0.278,0.17,1.67,0.1,0.332,-0.232
2,204022,6,6,2 Pointers,0.722,2.5,4.33,0.577,0.523,0.054
3,204022,6,6,Less Than 6 Ft,0.389,1.5,2.33,0.643,0.623,0.019
4,204022,6,6,Less Than 10 Ft,0.556,1.83,3.33,0.55,0.595,-0.045
5,204022,6,5,Greater Than 15 Ft,0.417,0.67,2.5,0.267,0.335,-0.068
0,1627781,24,24,Overall,1.0,1.67,3.42,0.488,0.439,0.049
1,1627781,24,18,3 Pointers,0.561,0.83,1.92,0.435,0.344,0.09
2,1627781,24,19,2 Pointers,0.439,0.83,1.5,0.556,0.508,0.047
3,1627781,24,12,Less Than 6 Ft,0.183,0.5,0.63,0.8,0.629,0.171
4,1627781,24,15,Less Than 10 Ft,0.256,0.67,0.88,0.762,0.592,0.17
5,1627781,24,20,Greater Than 15 Ft,0.683,0.92,2.33,0.393,0.355,0.038
0,200752,57,57,Overall,1.0,3.46,8.12,0.425,0.453,-0.028
1,200752,57,54,3 Pointers,0.367,1.09,2.98,0.365,0.363,0.001
2,200752,57,56,2 Pointers,0.633,2.37,5.14,0.461,0.505,-0.044
3,200752,57,51,Less Than 6 Ft,0.339,1.46,2.75,0.529,0.612,-0.084
4,200752,57,55,Less Than 10 Ft,0.438,1.79,3.56,0.502,0.566,-0.063
5,200752,57,57,Greater Than 15 Ft,0.503,1.49,4.09,0.365,0.37,-0.005
0,204065,3,3,Overall,1.0,1.0,1.67,0.6,0.444,0.156
1,204065,3,2,3 Pointers,0.6,0.67,1.0,0.667,0.361,0.305
2,204065,3,2,2 Pointers,0.4,0.33,0.67,0.5,0.533,-0.033
3,204065,3,1,Less Than 6 Ft,0.2,0.33,0.33,1.0,0.682,0.318
4,204065,3,2,Less Than 10 Ft,0.4,0.33,0.67,0.5,0.532,-0.032
5,204065,3,2,Greater Than 15 Ft,0.6,0.67,1.0,0.667,0.414,0.253
0,1627854,74,74,Overall,1.0,2.74,6.14,0.447,0.443,0.004
1,1627854,74,66,3 Pointers,0.368,0.72,2.26,0.317,0.361,-0.044
2,1627854,74,71,2 Pointers,0.632,2.03,3.88,0.523,0.497,0.025
3,1627854,74,49,Less Than 6 Ft,0.203,1.04,1.24,0.837,0.605,0.232
4,1627854,74,64,Less Than 10 Ft,0.324,1.36,1.99,0.687,0.547,0.14
5,1627854,74,72,Greater Than 15 Ft,0.559,1.07,3.43,0.311,0.373,-0.062
0,201942,80,80,Overall,1.0,3.26,7.29,0.448,0.455,-0.008
1,201942,80,73,3 Pointers,0.367,1.05,2.68,0.393,0.366,0.026
2,201942,80,78,2 Pointers,0.633,2.21,4.61,0.48,0.501,-0.022
3,201942,80,61,Less Than 6 Ft,0.238,1.15,1.74,0.662,0.619,0.043
4,201942,80,70,Less Than 10 Ft,0.338,1.39,2.46,0.563,0.563,0.001
5,201942,80,77,Greater Than 15 Ft,0.545,1.53,3.98,0.384,0.379,0.005
0,1627749,78,78,Overall,1.0,4.18,8.68,0.482,0.455,0.026
1,1627749,78,71,3 Pointers,0.355,1.21,3.08,0.392,0.356,0.036
2,1627749,78,78,2 Pointers,0.645,2.97,5.6,0.531,0.509,0.021
3,1627749,78,72,Less Than 6 Ft,0.313,1.74,2.72,0.642,0.621,0.02
4,1627749,78,76,Less Than 10 Ft,0.417,2.09,3.62,0.578,0.568,0.01
5,1627749,78,76,Greater Than 15 Ft,0.495,1.76,4.29,0.409,0.372,0.037
0,1628401,13,13,Overall,1.0,1.69,4.77,0.355,0.428,-0.073
1,1628401,13,11,3 Pointers,0.419,0.38,2.0,0.192,0.342,-0.149
2,1628401,13,12,2 Pointers,0.581,1.31,2.77,0.472,0.498,-0.025
3,1628401,13,10,Less Than 6 Ft,0.435,1.23,2.08,0.593,0.606,-0.014
4,1628401,13,10,Less Than 10 Ft,0.452,1.23,2.15,0.571,0.566,0.005
5,1628401,13,11,Greater Than 15 Ft,0.516,0.46,2.46,0.188,0.347,-0.16
0,1627751,82,82,Overall,1.0,4.85,10.78,0.45,0.474,-0.024
1,1627751,82,59,3 Pointers,0.152,0.6,1.63,0.366,0.354,0.011
2,1627751,82,82,2 Pointers,0.848,4.26,9.15,0.465,0.514,-0.049
3,1627751,82,80,Less Than 6 Ft,0.527,2.91,5.68,0.513,0.61,-0.097
4,1627751,82,80,Less Than 10 Ft,0.684,3.55,7.38,0.481,0.562,-0.081
5,1627751,82,72,Greater Than 15 Ft,0.248,0.96,2.67,0.361,0.372,-0.011
0,202722,67,67,Overall,1.0,2.76,6.66,0.415,0.46,-0.045
1,202722,67,48,3 Pointers,0.305,0.6,2.03,0.294,0.348,-0.054
2,202722,67,64,2 Pointers,0.695,2.16,4.63,0.468,0.515,-0.047
3,202722,67,56,Less Than 6 Ft,0.401,1.49,2.67,0.559,0.613,-0.054
4,202722,67,62,Less Than 10 Ft,0.493,1.72,3.28,0.523,0.564,-0.041
5,202722,67,54,Greater Than 15 Ft,0.428,0.91,2.85,0.319,0.361,-0.041
0,203464,45,45,Overall,1.0,1.64,3.78,0.435,0.444,-0.008
1,203464,45,32,3 Pointers,0.429,0.56,1.62,0.342,0.341,0.001
2,203464,45,38,2 Pointers,0.571,1.09,2.16,0.505,0.501,0.004
3,203464,45,19,Less Than 6 Ft,0.224,0.53,0.84,0.632,0.591,0.041
4,203464,45,24,Less Than 10 Ft,0.3,0.67,1.13,0.588,0.55,0.039
5,203464,45,36,Greater Than 15 Ft,0.588,0.82,2.22,0.37,0.361,0.009
0,1626199,10,10,Overall,1.0,2.2,3.9,0.564,0.435,0.129
1,1626199,10,5,3 Pointers,0.41,0.5,1.6,0.313,0.355,-0.042
2,1626199,10,9,2 Pointers,0.59,1.7,2.3,0.739,0.485,0.254
3,1626199,10,5,Less Than 6 Ft,0.256,0.9,1.0,0.9,0.573,0.327
4,1626199,10,7,Less Than 10 Ft,0.385,1.1,1.5,0.733,0.524,0.209
5,1626199,10,6,Greater Than 15 Ft,0.513,0.8,2.0,0.4,0.367,0.033
0,203937,74,74,Overall,1.0,3.86,8.08,0.478,0.464,0.014
1,203937,74,69,3 Pointers,0.318,0.86,2.57,0.337,0.361,-0.024
2,203937,74,74,2 Pointers,0.682,3.0,5.51,0.544,0.516,0.028
3,203937,74,69,Less Than 6 Ft,0.336,1.84,2.72,0.677,0.631,0.046
4,203937,74,72,Less Than 10 Ft,0.438,2.14,3.54,0.603,0.579,0.025
5,203937,74,72,Greater Than 15 Ft,0.48,1.39,3.88,0.359,0.373,-0.014
0,1938,64,64,Overall,1.0,2.09,5.14,0.407,0.452,-0.045
1,1938,64,52,3 Pointers,0.389,0.58,2.0,0.289,0.361,-0.072
2,1938,64,60,2 Pointers,0.611,1.52,3.14,0.483,0.508,-0.025
3,1938,64,42,Less Than 6 Ft,0.234,0.73,1.2,0.61,0.623,-0.013
4,1938,64,49,Less Than 10 Ft,0.334,0.94,1.72,0.545,0.565,-0.02
5,1938,64,61,Greater Than 15 Ft,0.55,0.92,2.83,0.326,0.369,-0.043
0,1627856,2,2,Overall,1.0,2.0,4.0,0.5,0.479,0.021
1,1627856,2,2,3 Pointers,0.375,1.0,1.5,0.667,0.358,0.308
2,1627856,2,2,2 Pointers,0.625,1.0,2.5,0.4,0.558,-0.158
3,1627856,2,2,Less Than 6 Ft,0.5,1.0,2.0,0.5,0.627,-0.127
4,1627856,2,2,Less Than 10 Ft,0.5,1.0,2.0,0.5,0.61,-0.11
5,1627856,2,2,Greater Than 15 Ft,0.375,1.0,1.5,0.667,0.388,0.279
0,2225,55,55,Overall,1.0,2.18,4.62,0.472,0.447,0.025
1,2225,55,48,3 Pointers,0.402,0.64,1.85,0.343,0.36,-0.017
2,2225,55,50,2 Pointers,0.598,1.55,2.76,0.559,0.502,0.057
3,2225,55,27,Less Than 6 Ft,0.173,0.71,0.8,0.886,0.639,0.247
4,2225,55,37,Less Than 10 Ft,0.283,0.93,1.31,0.708,0.566,0.142
5,2225,55,53,Greater Than 15 Ft,0.598,1.07,2.76,0.388,0.365,0.023
0,203500,74,74,Overall,1.0,6.82,15.28,0.447,0.478,-0.032
1,203500,74,74,3 Pointers,0.28,1.59,4.28,0.372,0.357,0.015
2,203500,74,74,2 Pointers,0.72,5.23,11.0,0.475,0.523,-0.047
3,203500,74,73,Less Than 6 Ft,0.354,2.96,5.41,0.548,0.625,-0.077
4,203500,74,74,Less Than 10 Ft,0.484,3.73,7.39,0.505,0.574,-0.07
5,203500,74,74,Greater Than 15 Ft,0.435,2.55,6.65,0.384,0.377,0.007
0,1628390,53,53,Overall,1.0,2.04,4.51,0.452,0.447,0.005
1,1628390,53,38,3 Pointers,0.377,0.62,1.7,0.367,0.363,0.004
2,1628390,53,48,2 Pointers,0.623,1.42,2.81,0.503,0.497,0.007
3,1628390,53,36,Less Than 6 Ft,0.285,0.81,1.28,0.632,0.61,0.023
4,1628390,53,38,Less Than 10 Ft,0.381,0.98,1.72,0.571,0.553,0.019
5,1628390,53,44,Greater Than 15 Ft,0.552,0.92,2.49,0.371,0.372,-0.001
0,203518,67,67,Overall,1.0,2.82,5.84,0.483,0.449,0.034
1,203518,67,53,3 Pointers,0.412,1.1,2.4,0.46,0.365,0.094
2,203518,67,64,2 Pointers,0.588,1.72,3.43,0.5,0.508,-0.008
3,203518,67,52,Less Than 6 Ft,0.315,1.15,1.84,0.626,0.625,0.001
4,203518,67,59,Less Than 10 Ft,0.419,1.33,2.45,0.543,0.564,-0.022
5,203518,67,56,Greater Than 15 Ft,0.514,1.36,3.0,0.453,0.375,0.078
0,203460,37,37,Overall,1.0,4.84,10.73,0.451,0.456,-0.005
1,203460,37,37,3 Pointers,0.411,1.49,4.41,0.337,0.365,-0.028
2,203460,37,37,2 Pointers,0.589,3.35,6.32,0.53,0.505,0.025
3,203460,37,36,Less Than 6 Ft,0.307,2.27,3.3,0.689,0.619,0.069
4,203460,37,37,Less Than 10 Ft,0.398,2.76,4.27,0.646,0.563,0.082
5,203460,37,37,Greater Than 15 Ft,0.531,1.89,5.7,0.332,0.373,-0.042
0,1626177,22,22,Overall,1.0,1.27,3.27,0.389,0.464,-0.075
1,1626177,22,14,3 Pointers,0.306,0.14,1.0,0.136,0.331,-0.195
2,1626177,22,20,2 Pointers,0.694,1.14,2.27,0.5,0.509,-0.009
3,1626177,22,13,Less Than 6 Ft,0.347,0.77,1.14,0.68,0.606,0.074
4,1626177,22,15,Less Than 10 Ft,0.458,0.86,1.5,0.576,0.558,0.017
5,1626177,22,18,Greater Than 15 Ft,0.458,0.36,1.5,0.242,0.351,-0.109
0,203962,60,60,Overall,1.0,2.43,6.05,0.402,0.459,-0.057
1,203962,60,50,3 Pointers,0.353,0.7,2.13,0.328,0.368,-0.04
2,203962,60,56,2 Pointers,0.647,1.73,3.92,0.443,0.51,-0.068
3,203962,60,46,Less Than 6 Ft,0.35,1.18,2.12,0.559,0.617,-0.058
4,203962,60,49,Less Than 10 Ft,0.433,1.35,2.62,0.516,0.564,-0.048
5,203962,60,54,Greater Than 15 Ft,0.477,0.88,2.88,0.306,0.381,-0.074
0,202713,6,6,Overall,1.0,0.67,1.83,0.364,0.46,-0.097
1,202713,6,4,3 Pointers,0.364,0.17,0.67,0.25,0.376,-0.126
2,202713,6,6,2 Pointers,0.636,0.5,1.17,0.429,0.54,-0.111
3,202713,6,2,Less Than 6 Ft,0.182,0.33,0.33,1.0,0.56,0.441
4,202713,6,5,Less Than 10 Ft,0.455,0.5,0.83,0.6,0.566,0.034
5,202713,6,5,Greater Than 15 Ft,0.455,0.17,0.83,0.2,0.373,-0.173
0,2555,11,11,Overall,1.0,0.91,1.91,0.476,0.464,0.013
1,2555,11,4,3 Pointers,0.19,0.09,0.36,0.25,0.355,-0.105
2,2555,11,10,2 Pointers,0.81,0.82,1.55,0.529,0.52,0.01
3,2555,11,7,Less Than 6 Ft,0.429,0.64,0.82,0.778,0.617,0.161
4,2555,11,8,Less Than 10 Ft,0.619,0.73,1.18,0.615,0.562,0.053
5,2555,11,4,Greater Than 15 Ft,0.286,0.09,0.55,0.167,0.364,-0.197
0,1627832,75,75,Overall,1.0,2.65,6.0,0.442,0.441,0.001
1,1627832,75,61,3 Pointers,0.358,0.8,2.15,0.373,0.358,0.015
2,1627832,75,75,2 Pointers,0.642,1.85,3.85,0.481,0.492,-0.011
3,1627832,75,55,Less Than 6 Ft,0.22,0.83,1.32,0.626,0.612,0.015
4,1627832,75,68,Less Than 10 Ft,0.358,1.17,2.15,0.547,0.55,-0.003
5,1627832,75,72,Greater Than 15 Ft,0.527,1.2,3.16,0.38,0.372,0.008
0,1626259,12,12,Overall,1.0,1.5,3.58,0.419,0.443,-0.025
1,1626259,12,8,3 Pointers,0.419,0.25,1.5,0.167,0.35,-0.183
2,1626259,12,10,2 Pointers,0.581,1.25,2.08,0.6,0.497,0.103
3,1626259,12,9,Less Than 6 Ft,0.256,0.75,0.92,0.818,0.622,0.196
4,1626259,12,10,Less Than 10 Ft,0.302,0.75,1.08,0.692,0.57,0.122
5,1626259,12,10,Greater Than 15 Ft,0.651,0.67,2.33,0.286,0.373,-0.087
0,201188,73,73,Overall,1.0,5.81,12.42,0.467,0.484,-0.017
1,201188,73,62,3 Pointers,0.166,0.74,2.07,0.358,0.365,-0.008
2,201188,73,73,2 Pointers,0.834,5.07,10.36,0.489,0.527,-0.037
3,201188,73,72,Less Than 6 Ft,0.53,3.82,6.59,0.58,0.624,-0.044
4,201188,73,73,Less Than 10 Ft,0.631,4.19,7.84,0.535,0.576,-0.041
5,201188,73,71,Greater Than 15 Ft,0.316,1.4,3.93,0.355,0.375,-0.02
0,1626181,65,65,Overall,1.0,1.88,4.17,0.45,0.447,0.003
1,1626181,65,48,3 Pointers,0.387,0.62,1.62,0.381,0.362,0.019
2,1626181,65,58,2 Pointers,0.613,1.26,2.55,0.494,0.495,-0.001
3,1626181,65,39,Less Than 6 Ft,0.251,0.66,1.05,0.632,0.617,0.016
4,1626181,65,48,Less Than 10 Ft,0.343,0.88,1.43,0.613,0.563,0.05
5,1626181,65,59,Greater Than 15 Ft,0.565,0.91,2.35,0.386,0.375,0.01
0,1628384,73,73,Overall,1.0,3.25,7.14,0.455,0.457,-0.002
1,1628384,73,66,3 Pointers,0.392,1.01,2.79,0.363,0.362,0.001
2,1628384,73,72,2 Pointers,0.608,2.23,4.34,0.514,0.508,0.007
3,1628384,73,59,Less Than 6 Ft,0.25,1.16,1.78,0.654,0.623,0.03
4,1628384,73,66,Less Than 10 Ft,0.34,1.41,2.42,0.582,0.571,0.011
5,1628384,73,72,Greater Than 15 Ft,0.564,1.52,4.03,0.378,0.376,0.002
0,1627783,81,81,Overall,1.0,3.32,7.51,0.442,0.456,-0.014
1,1627783,81,73,3 Pointers,0.342,0.95,2.57,0.37,0.359,0.011
2,1627783,81,80,2 Pointers,0.658,2.37,4.94,0.48,0.505,-0.025
3,1627783,81,74,Less Than 6 Ft,0.331,1.35,2.48,0.542,0.61,-0.067
4,1627783,81,79,Less Than 10 Ft,0.47,1.77,3.53,0.5,0.556,-0.056
5,1627783,81,78,Greater Than 15 Ft,0.465,1.4,3.49,0.399,0.37,0.029
0,202685,76,76,Overall,1.0,5.57,11.76,0.473,0.487,-0.014
1,202685,76,55,3 Pointers,0.117,0.55,1.38,0.4,0.353,0.047
2,202685,76,76,2 Pointers,0.883,5.01,10.38,0.483,0.524,-0.041
3,202685,76,74,Less Than 6 Ft,0.487,3.16,5.72,0.552,0.619,-0.068
4,202685,76,75,Less Than 10 Ft,0.658,3.82,7.74,0.493,0.569,-0.076
5,202685,76,68,Greater Than 15 Ft,0.249,1.28,2.93,0.435,0.369,0.066
0,203512,46,46,Overall,1.0,2.48,5.3,0.467,0.468,-0.001
1,203512,46,29,3 Pointers,0.189,0.33,1.0,0.326,0.354,-0.028
2,203512,46,42,2 Pointers,0.811,2.15,4.3,0.5,0.506,-0.006
3,203512,46,40,Less Than 6 Ft,0.5,1.33,2.65,0.5,0.601,-0.101
4,203512,46,41,Less Than 10 Ft,0.619,1.61,3.28,0.49,0.551,-0.061
5,203512,46,36,Greater Than 15 Ft,0.307,0.65,1.63,0.4,0.371,0.029
0,1628378,79,79,Overall,1.0,4.06,9.68,0.42,0.453,-0.033
1,1628378,79,76,3 Pointers,0.403,1.32,3.9,0.338,0.362,-0.025
2,1628378,79,78,2 Pointers,0.597,2.75,5.78,0.475,0.504,-0.029
3,1628378,79,71,Less Than 6 Ft,0.237,1.43,2.29,0.624,0.618,0.006
4,1628378,79,72,Less Than 10 Ft,0.322,1.77,3.11,0.569,0.568,0.001
5,1628378,79,79,Greater Than 15 Ft,0.583,1.97,5.65,0.35,0.374,-0.024
0,204060,82,82,Overall,1.0,3.85,8.71,0.443,0.456,-0.013
1,204060,82,78,3 Pointers,0.395,1.32,3.44,0.383,0.366,0.017
2,204060,82,80,2 Pointers,0.605,2.54,5.27,0.481,0.506,-0.024
3,204060,82,62,Less Than 6 Ft,0.202,1.26,1.76,0.715,0.623,0.092
4,204060,82,75,Less Than 10 Ft,0.294,1.5,2.56,0.586,0.567,0.019
5,204060,82,82,Greater Than 15 Ft,0.595,1.98,5.18,0.381,0.375,0.006
0,201144,12,12,Overall,1.0,3.92,9.92,0.395,0.442,-0.047
1,201144,12,11,3 Pointers,0.445,1.42,4.42,0.321,0.366,-0.046
2,201144,12,12,2 Pointers,0.555,2.5,5.5,0.455,0.5,-0.046
3,201144,12,10,Less Than 6 Ft,0.218,1.42,2.17,0.654,0.618,0.036
4,201144,12,12,Less Than 10 Ft,0.277,1.75,2.75,0.636,0.554,0.082
5,201144,12,12,Greater Than 15 Ft,0.63,2.0,6.25,0.32,0.367,-0.047
0,1626220,64,64,Overall,1.0,2.34,5.73,0.409,0.448,-0.039
1,1626220,64,53,3 Pointers,0.376,0.67,2.16,0.312,0.364,-0.052
2,1626220,64,60,2 Pointers,0.624,1.67,3.58,0.467,0.501,-0.034
3,1626220,64,49,Less Than 6 Ft,0.262,0.97,1.5,0.646,0.611,0.035
4,1626220,64,53,Less Than 10 Ft,0.338,1.14,1.94,0.589,0.558,0.03
5,1626220,64,60,Greater Than 15 Ft,0.561,1.02,3.22,0.316,0.376,-0.06
0,203497,56,56,Overall,1.0,7.32,16.13,0.454,0.481,-0.027
1,203497,56,45,3 Pointers,0.156,0.89,2.52,0.355,0.357,-0.002
2,203497,56,56,2 Pointers,0.844,6.43,13.61,0.472,0.521,-0.048
3,203497,56,55,Less Than 6 Ft,0.476,3.98,7.68,0.519,0.618,-0.099
4,203497,56,55,Less Than 10 Ft,0.602,4.66,9.71,0.48,0.571,-0.091
5,203497,56,53,Greater Than 15 Ft,0.292,2.0,4.71,0.424,0.372,0.053
0,1628396,8,8,Overall,1.0,1.13,2.13,0.529,0.435,0.094
1,1628396,8,7,3 Pointers,0.706,0.88,1.5,0.583,0.358,0.225
2,1628396,8,4,2 Pointers,0.294,0.25,0.63,0.4,0.513,-0.113
3,1628396,8,3,Less Than 6 Ft,0.176,0.13,0.38,0.333,0.593,-0.259
4,1628396,8,3,Less Than 10 Ft,0.176,0.13,0.38,0.333,0.556,-0.222
5,1628396,8,7,Greater Than 15 Ft,0.706,0.88,1.5,0.583,0.366,0.218
0,1628415,81,81,Overall,1.0,5.1,10.57,0.482,0.452,0.03
1,1628415,81,80,3 Pointers,0.438,1.85,4.63,0.4,0.366,0.034
2,1628415,81,80,2 Pointers,0.562,3.25,5.94,0.547,0.503,0.044
3,1628415,81,74,Less Than 6 Ft,0.254,2.02,2.68,0.756,0.614,0.142
4,1628415,81,78,Less Than 10 Ft,0.32,2.3,3.38,0.679,0.564,0.115
5,1628415,81,81,Greater Than 15 Ft,0.595,2.53,6.28,0.403,0.376,0.026
0,1628397,30,30,Overall,1.0,4.13,8.0,0.517,0.465,0.052
1,1628397,30,25,3 Pointers,0.283,0.97,2.27,0.426,0.355,0.071
2,1628397,30,29,2 Pointers,0.717,3.17,5.73,0.552,0.52,0.032
3,1628397,30,27,Less Than 6 Ft,0.433,2.27,3.47,0.654,0.623,0.031
4,1628397,30,28,Less Than 10 Ft,0.554,2.6,4.43,0.586,0.57,0.017
5,1628397,30,27,Greater Than 15 Ft,0.413,1.43,3.3,0.434,0.364,0.071
0,1627988,20,20,Overall,1.0,3.2,6.55,0.489,0.458,0.031
1,1627988,20,17,3 Pointers,0.45,1.1,2.95,0.373,0.365,0.008
2,1627988,20,20,2 Pointers,0.55,2.1,3.6,0.583,0.515,0.068
3,1627988,20,19,Less Than 6 Ft,0.321,1.5,2.1,0.714,0.621,0.093
4,1627988,20,20,Less Than 10 Ft,0.389,1.65,2.55,0.647,0.567,0.08
5,1627988,20,17,Greater Than 15 Ft,0.588,1.45,3.85,0.377,0.377,0.0
