,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Malik Rose 2005,990.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,7.0,1.0,9.0,51.0
Malik Rose 2006,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,2.0,5.0,59.0
Malik Rose 2007,990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,1.0,4.0,4.0,1.0,4.0,0.0,9.0,0.0,3.0,19.0
Malik Rose 2008,990.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,8.0,27.0
Malik Rose 2009,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Malik Sealy 1999,907.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,12.0,1.0,1.0,11.0,18.0,2.0,4.0,0.0,2.0,6.0,7.0,38.0
Malik Sealy 2000,907.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,42.0,30.0,4.0,2.0,15.0,12.0,8.0,12.0,0.0,12.0,3.0,14.0,86.0
Mamadou N'diaye 2004,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0
Mangok Mathiang 2018,1628493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Manny Harris 2010,202412.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
Manny Harris 2011,202412.0,2.0,0.0,10.0,13.0,4.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,42.0
Manny Harris 2012,202412.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,9.0,27.0
Manu Ginobili 2002,1938.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Manu Ginobili 2003,1938.0,15.0,9.0,26.0,30.0,4.0,0.0,0.0,4.0,7.0,19.0,0.0,8.0,6.0,4.0,4.0,0.0,5.0,5.0,23.0,134.0
Manu Ginobili 2004,1938.0,17.0,13.0,25.0,23.0,8.0,0.0,0.0,4.0,4.0,18.0,0.0,6.0,8.0,4.0,3.0,0.0,2.0,5.0,23.0,172.0
Manu Ginobili 2005,1938.0,14.0,10.0,22.0,24.0,5.0,0.0,0.0,1.0,6.0,13.0,2.0,6.0,6.0,3.0,6.0,0.0,4.0,5.0,42.0,177.0
Manu Ginobili 2006,1938.0,18.0,11.0,30.0,31.0,14.0,1.0,0.0,3.0,4.0,13.0,1.0,7.0,8.0,7.0,4.0,0.0,2.0,8.0,43.0,140.0
Manu Ginobili 2007,1938.0,21.0,14.0,27.0,44.0,32.0,0.0,0.0,5.0,2.0,25.0,1.0,11.0,18.0,4.0,7.0,0.0,11.0,9.0,28.0,177.0
Manu Ginobili 2008,1938.0,8.0,15.0,34.0,48.0,29.0,0.0,0.0,9.0,15.0,29.0,4.0,6.0,13.0,3.0,12.0,0.0,13.0,8.0,21.0,133.0
Manu Ginobili 2009,1938.0,6.0,6.0,24.0,28.0,12.0,1.0,0.0,2.0,10.0,16.0,0.0,8.0,3.0,3.0,6.0,0.0,4.0,2.0,8.0,100.0
Manu Ginobili 2010,1938.0,13.0,16.0,38.0,75.0,27.0,0.0,0.0,4.0,10.0,30.0,2.0,5.0,15.0,5.0,9.0,0.0,11.0,14.0,33.0,203.0
Manu Ginobili 2011,1938.0,6.0,11.0,14.0,39.0,18.0,0.0,0.0,7.0,4.0,10.0,0.0,7.0,7.0,5.0,4.0,0.0,4.0,6.0,33.0,107.0
Manu Ginobili 2012,1938.0,11.0,9.0,16.0,35.0,15.0,0.0,0.0,5.0,2.0,12.0,1.0,6.0,5.0,1.0,2.0,0.0,1.0,3.0,18.0,102.0
Manu Ginobili 2013,1938.0,8.0,8.0,28.0,22.0,19.0,0.0,0.0,3.0,3.0,20.0,2.0,4.0,5.0,3.0,2.0,0.0,4.0,10.0,8.0,124.0
Manu Ginobili 2014,1938.0,10.0,12.0,30.0,27.0,8.0,0.0,0.0,0.0,1.0,14.0,1.0,14.0,6.0,0.0,1.0,0.0,2.0,4.0,27.0,138.0
Manu Ginobili 2015,1938.0,11.0,6.0,20.0,26.0,15.0,0.0,0.0,6.0,4.0,13.0,4.0,6.0,0.0,1.0,2.0,0.0,6.0,6.0,23.0,89.0
Manu Ginobili 2016,1938.0,7.0,3.0,19.0,25.0,17.0,1.0,0.0,2.0,2.0,13.0,0.0,8.0,3.0,1.0,2.0,0.0,1.0,2.0,20.0,51.0
Manu Ginobili 2017,1938.0,6.0,5.0,28.0,25.0,13.0,0.0,0.0,0.0,0.0,15.0,2.0,5.0,3.0,0.0,2.0,0.0,3.0,10.0,15.0,77.0
Manu Ginobili 2018,1938.0,5.0,4.0,9.0,14.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,12.0,43.0
MarShon Brooks 2013,202705.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
MarShon Brooks 2014,202705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marc Gasol 2019,201188.0,2.0,2.0,14.0,7.0,28.0,1.0,0.0,0.0,0.0,8.0,0.0,11.0,3.0,4.0,0.0,0.0,5.0,11.0,22.0,39.0
Marc Gasol 2020,201188.0,1.0,1.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
Marc Jackson 2006,1531.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,5.0,0.0,8.0,8.0,5.0,13.0,0.0,31.0,4.0,16.0,65.0
Marc Jackson 2007,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,6.0,3.0,3.0,6.0,0.0,9.0,1.0,8.0,28.0
Marcelo Huertas 2015,1626273.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0
Marcelo Huertas 2016,1626273.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,3.0,0.0,4.0,0.0,3.0,7.0,23.0,28.0
Marcelo Huertas 2017,1626273.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Marcin Gortat 2018,101162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,38.0
Marcin Gortat 2019,101162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0
Marco Belinelli 2017,201158.0,5.0,8.0,20.0,17.0,19.0,0.0,0.0,2.0,3.0,14.0,2.0,4.0,2.0,3.0,1.0,0.0,13.0,2.0,4.0,27.0
Marco Belinelli 2018,201158.0,3.0,0.0,9.0,5.0,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,6.0,0.0,9.0
Marcus Banks 2003,2556.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,5.0,3.0,27.0
Marcus Banks 2004,2556.0,4.0,0.0,8.0,3.0,8.0,0.0,0.0,4.0,0.0,9.0,2.0,4.0,3.0,2.0,3.0,0.0,5.0,7.0,9.0,80.0
Marcus Banks 2005,2556.0,3.0,3.0,5.0,8.0,4.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,56.0
Marcus Banks 2006,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Marcus Brown 1999,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Marcus Camby 2003,948.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,8.0,4.0,6.0,2.0,0.0,13.0,13.0,18.0,96.0
Marcus Camby 2004,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,6.0,0.0,8.0,3.0,9.0,4.0,0.0,27.0,15.0,13.0,154.0
Marcus Camby 2005,948.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,24.0,3.0,0.0,6.0,11.0,9.0,6.0,0.0,59.0,9.0,14.0,194.0
Marcus Camby 2006,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,9.0,2.0,3.0,9.0,2.0,4.0,0.0,38.0,12.0,18.0,115.0
Marcus Camby 2007,948.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,22.0,2.0,1.0,9.0,10.0,1.0,1.0,0.0,31.0,7.0,24.0,170.0
Marcus Camby 2008,948.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,5.0,10.0,2.0,5.0,0.0,23.0,2.0,8.0,97.0
Marcus Cousin 2011,202408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Marcus Derrickson 2018,1629094.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Derrickson 2019,1629094.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Marcus Fizer 2006,2033.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Marcus Georges-Hunt 2017,1627875.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Marcus Georges-Hunt 2018,1627875.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0
Marcus Haislip 2002,2409.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0
Marcus Haislip 2003,2409.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,34.0
Marcus Haislip 2004,2409.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Marcus Morris Sr. 2017,202694.0,4.0,3.0,5.0,9.0,5.0,0.0,0.0,2.0,0.0,8.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,7.0,4.0,19.0
Marcus Morris Sr. 2018,202694.0,9.0,5.0,52.0,45.0,24.0,0.0,0.0,5.0,4.0,36.0,1.0,17.0,13.0,10.0,9.0,0.0,19.0,15.0,34.0,91.0
Marcus Morris Sr. 2019,202694.0,4.0,4.0,31.0,22.0,10.0,0.0,0.0,3.0,0.0,18.0,0.0,6.0,6.0,6.0,1.0,0.0,10.0,12.0,17.0,57.0
Marcus Paige 2018,1627779.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marcus Smart 2014,203935.0,4.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0
Marcus Smart 2015,203935.0,11.0,7.0,28.0,24.0,15.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,9.0,11.0,53.0
Marcus Smart 2016,203935.0,10.0,10.0,21.0,31.0,13.0,1.0,0.0,1.0,0.0,12.0,1.0,4.0,2.0,3.0,2.0,0.0,7.0,11.0,35.0,101.0
Marcus Smart 2017,203935.0,14.0,10.0,37.0,34.0,12.0,2.0,0.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,5.0,0.0,11.0,16.0,38.0,94.0
Marcus Smart 2018,203935.0,6.0,9.0,20.0,17.0,13.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,8.0,17.0,46.0
Marcus Smart 2019,203935.0,19.0,12.0,40.0,38.0,17.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,15.0,22.0,62.0
Marcus Smart 2020,203935.0,11.0,3.0,37.0,17.0,16.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,18.0,19.0,25.0
Marcus Thornton 2014,201977.0,1.0,1.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,23.0
Marcus Thornton 2015,201977.0,5.0,3.0,6.0,13.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,7.0,16.0
Marcus Vinicius 2006,200790.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Marcus Vinicius 2007,200790.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Marcus Vinicius 2008,200790.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Marcus Williams 2008,201020.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Marcus Williams 2009,200766.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mardy Collins 2008,200776.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0
Mardy Collins 2009,200776.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0,20.0,37.0
Mardy Collins 2010,200776.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,9.0,13.0
Marial Shayok 2020,1629621.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Chalmers 2008,201596.0,4.0,3.0,22.0,14.0,5.0,0.0,0.0,1.0,1.0,16.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,32.0
Mario Chalmers 2009,201596.0,7.0,8.0,30.0,35.0,16.0,2.0,0.0,3.0,5.0,26.0,4.0,5.0,3.0,11.0,5.0,0.0,6.0,5.0,29.0,74.0
Mario Chalmers 2010,201596.0,11.0,7.0,25.0,18.0,14.0,0.0,0.0,2.0,1.0,17.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,8.0,9.0,33.0
Mario Chalmers 2011,201596.0,13.0,15.0,10.0,12.0,5.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,6.0,0.0,2.0,2.0,9.0,29.0
Mario Chalmers 2012,201596.0,18.0,23.0,34.0,39.0,15.0,0.0,0.0,1.0,3.0,22.0,3.0,5.0,5.0,7.0,7.0,0.0,3.0,11.0,23.0,83.0
Mario Chalmers 2013,201596.0,19.0,31.0,34.0,29.0,14.0,0.0,0.0,1.0,1.0,21.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,5.0,19.0,77.0
Mario Chalmers 2014,201596.0,11.0,23.0,20.0,18.0,8.0,0.0,0.0,1.0,4.0,15.0,0.0,2.0,8.0,3.0,4.0,0.0,3.0,4.0,39.0,139.0
Mario Chalmers 2015,201596.0,12.0,10.0,7.0,10.0,4.0,0.0,1.0,0.0,2.0,9.0,0.0,2.0,4.0,6.0,3.0,0.0,2.0,5.0,15.0,68.0
Mario Elie 2000,53.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0
Mario Elie 2001,53.0,11.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,23.0
Mario Hezonja 2018,1626209.0,2.0,1.0,9.0,7.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,7.0,40.0
Mario Hezonja 2019,1626209.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,7.0,8.0,7.0,55.0
Mario Kasun 2004,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
Mario Kasun 2005,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,35.0
Mario Kasun 2006,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Mario West 2007,201238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0
Mario West 2008,201238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Mario West 2009,201238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Mario West 2010,201238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Mark Blount 2000,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mark Blount 2001,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,10.0,1.0,1.0,0.0,3.0,3.0,9.0,75.0
Mark Blount 2002,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0
Mark Blount 2003,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,5.0,0.0,3.0,0.0,13.0,7.0,22.0,78.0
Mark Blount 2004,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,2.0,0.0,31.0,9.0,10.0,9.0,0.0,14.0,14.0,33.0,233.0
Mark Blount 2005,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,8.0,1.0,24.0,14.0,14.0,11.0,0.0,23.0,12.0,45.0,140.0
Mark Blount 2006,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,3.0,1.0,2.0,0.0,2.0,1.0,7.0,27.0
Mark Davis 2000,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,40.0
Mark Hendrickson 1999,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mark Hendrickson 2000,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mark Jackson 2004,349.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,14.0
Mark Jones 2005,2891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mark Madsen 2000,2058.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
Mark Madsen 2001,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,43.0
Mark Madsen 2002,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,9.0,46.0
Mark Madsen 2003,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,44.0
Mark Pope 2004,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mark Pope 2005,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mark Strickland 2001,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
Mark Strickland 2002,1110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,32.0
Mark West 1999,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Mark West 2000,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Markel Brown 2018,203900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markelle Fultz 2019,1628365.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,8.0,15.0,85.0
Markelle Fultz 2020,1628365.0,2.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,6.0,4.0,4.0,0.0,10.0,18.0,16.0,92.0
Markieff Morris 2020,202693.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
Marko Guduric 2019,1629741.0,3.0,5.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,20.0
Marko Guduric 2020,1629741.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Marko Jaric 2002,2060.0,2.0,4.0,10.0,6.0,3.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,33.0
Marko Jaric 2003,2060.0,8.0,4.0,19.0,10.0,8.0,1.0,0.0,8.0,5.0,26.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,9.0,65.0
Marko Jaric 2004,2060.0,3.0,2.0,21.0,8.0,23.0,0.0,0.0,7.0,4.0,16.0,0.0,3.0,2.0,4.0,5.0,0.0,11.0,4.0,5.0,82.0
Marko Jaric 2005,2060.0,0.0,1.0,10.0,11.0,6.0,0.0,0.0,5.0,9.0,7.0,1.0,4.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,28.0
Marquese Chriss 2019,1627737.0,6.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0
Marquis Daniels 2009,2605.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,29.0
Marquis Daniels 2010,2605.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,8.0,1.0,0.0,0.0,1.0,5.0,22.0,93.0
Marquis Daniels 2011,2605.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,33.0
Marquis Daniels 2012,2605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,31.0
Marquis Teague 2012,203104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,11.0
Marquis Teague 2013,203104.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,25.0
Marreese Speights 2013,201578.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,2.0,7.0,7.0,4.0,6.0,0.0,20.0,1.0,13.0,64.0
